Species,Min Elevation Bracket,Max Elevation Bracket
Sloanea guianensis,100-199,1900-1999
Sloanea latifolia,200-299,600-699
Sloanea laxiflora,200-299,200-299
Sloanea parvifructa,2200-2299,2200-2299
Sloanea pubescens,200-299,600-699
Sloanea robusta,200-299,1600-1699
Sloanea rufa,200-299,1300-1399
Sloanea terniflora,100-199,700-799
Sloanea tuerckheimii,100-199,1900-1999
Socratea exorrhiza,100-199,3800-3899
Socratea rostrata,1200-1299,1800-1899
Solanum allophyllum,200-299,2000-2099
Solanum anceps,800-899,2000-2099
Solanum aphyodendron,1100-1199,3200-3299
Solanum arboreum,100-199,3200-3299
Solanum asperolanatum,500-599,3100-3199
Solanum hypaleurotrichum,2400-2499,3500-3599
Solanum lepidotum,100-199,2000-2099
Solanum microleprodes,100-199,800-899
Solanum nutans,1800-1899,2600-2699
Solanum oblongifolium,700-799,3300-3399
Solanum sessile,300-399,2200-2299
Solanum umbellatum,600-699,2700-2799
Sorocea affinis,100-199,2300-2399
Sorocea pubivena,100-199,1700-1799
Sorocea sprucei,100-199,600-699
Sorocea steinbachii,200-299,500-599
Sorocea trophoides,300-399,1300-1399
Sphaeropteris quindiuensis,1000-1099,3200-3299
Spirotheca rosea,1100-1199,2500-2599
Spondias mombin,100-199,1500-1599
Spondias radlkoferi,100-199,1000-1099
Staphylea occidentalis,100-199,2900-2999
Stenosepala hirsuta,100-199,1000-1099
Stenostomum acreanum,100-199,500-599
Stephanopodium angulatum,800-899,1600-1699
Stephanopodium aptotum,2200-2299,2500-2599
Sterculia apetala,100-199,1500-1599
Sterculia colombiana,500-599,1500-1599
Blakea quadrangularis,500-599,3300-3399
Bocconia frutescens,1000-1099,3000-3099
Bocconia integrifolia,500-599,3300-3399
Boehmeria caudata,300-399,3600-3699
Boehmeria ulmifolia,1400-1499,1700-1799
Bomarea multiflora,900-999,3800-3899
Bonamia trichantha,100-199,1000-1099
Brachycylix vageleri,200-299,700-799
Brosimum alicastrum,100-199,900-999
Brosimum guianense,100-199,1100-1199
Brosimum lactescens,100-199,1600-1699
Brosimum rubescens,100-199,300-399
Brosimum utile,100-199,2400-2499
Brownea multijuga,100-199,400-499
Brownea rosa-de-monte,100-199,1700-1799
Brownea santanderensis,100-199,500-599
Brunellia acostae,900-999,1700-1799
Brunellia boqueronensis,2400-2499,3200-3299
Brunellia comocladifolia,700-799,3300-3399
Brunellia dulcis,1800-1899,1800-1899
Brunellia sibundoya,2000-2099,3600-3699
Brunellia subsessilis,1300-1399,3000-3099
Brunellia trianae,1900-1999,2900-2999
Bucquetia glutinosa,2000-2099,3800-3899
Sterculia pruriens,100-199,500-599
Sterculia speciosa,100-199,500-599
Sterigmapetalum colombianum,800-899,1700-1799
Sterigmapetalum tachirense,1200-1299,2000-2099
Stilpnophyllum oellgaardii,1300-1399,2300-2399
Strychnos guianensis,200-299,1200-1299
Strychnos toxifera,100-199,800-899
Stryphnodendron microstachyum,500-599,800-899
Styloceras laurifolium,2000-2099,2000-2099
Stylogyne ardisioides,700-799,1000-1099
Stylogyne longifolia,100-199,2500-2599
Stylogyne turbacensis,100-199,2800-2899
Styphnolobium sporadicum,900-999,900-999
Styrax davillifolius,1400-1499,3700-3799
Styrax pavonii,1300-1399,3100-3199
Styrax pentlandianus,1100-1199,2500-2599
Styrax peruvianus,2700-2799,2700-2799
Styrax tomentosus,2500-2599,3500-3599
Swartzia amplifolia,100-199,700-799
Swartzia colombiana,200-299,700-799
Swartzia macrophylla,100-199,1500-1599
Swartzia myrtifolia,100-199,700-799
Swartzia oraria,100-199,900-999
Swartzia robiniifolia,100-199,800-899
Swartzia schultesii,200-299,600-699
Swartzia simplex,100-199,700-799
Swietenia macrophylla,200-299,1500-1599
Symbolanthus pterocalyx,1400-1499,3300-3399
Symphonia globulifera,200-299,800-899
Symplocos arechea,900-999,900-999
Symplocos bogotensis,2300-2399,2500-2599
Symplocos flosfragrans,1500-1599,3000-3099
Symplocos fuliginosa,2600-2699,2600-2699
Symplocos phaeoneura,1700-1799,3000-3099
Symplocos quindiuensis,2800-2899,2800-2899
Symplocos theiformis,2500-2599,3600-3699
Tabebuia ochracea,100-199,2200-2299
Tabebuia rosea,100-199,1800-1899
Tabebuia serratifolia,400-499,600-699
Tabernaemontana columbiensis,300-399,600-699
Tabernaemontana cymosa,100-199,1700-1799
Tabernaemontana grandiflora,100-199,2000-2099
Tabernaemontana markgrafiana,100-199,800-899
Tabernaemontana sananho,100-199,1300-1399
Tachia parviflora,300-399,1700-1799
Talisia bullata,200-299,500-599
Talisia cerasina,100-199,1000-1099
Talisia hexaphylla,200-299,300-399
Talisia macrophylla,100-199,800-899
Talisia morii,400-499,400-499
Talisia nervosa,200-299,900-999
Tapirira guianensis,100-199,2100-2199
Tapirira obtusa,700-799,700-799
Tapura colombiana,1600-1699,2400-2499
Tapura guianensis,200-299,600-699
Terminalia amazonia,100-199,1100-1199
Terminalia oblonga,100-199,1400-1499
Terminalia tetraphylla,100-199,1500-1599
Ternstroemia acrodantha,2400-2499,2800-2899
Ternstroemia macrocarpa,2000-2099,3300-3399
Ternstroemia meridionalis,1300-1399,3500-3599
Tessaria integrifolia,100-199,2300-2399
Tetragastris altissima,100-199,400-499
Tetragastris panamensis,100-199,1600-1699
Tetrathylacium johansenii,100-199,400-499
Tetrathylacium macrophyllum,100-199,1100-1199
Tetrorchidium andinum,800-899,2600-2699
Tetrorchidium euryphyllum,200-299,1100-1199
Tetrorchidium macrophyllum,800-899,800-899
Tetrorchidium rubrivenium,400-499,2800-2899
Theobroma bicolor,100-199,100-199
Theobroma cacao,200-299,2300-2399
Theobroma glaucum,200-299,1100-1199
Tocoyena pittieri,2000-2099,2000-2099
Tournefortia cuspidata,100-199,900-999
Tournefortia fuliginosa,800-899,3300-3399
Tournefortia scabrida,300-399,3100-3199
Tovomita carinata,500-599,500-599
Tovomita choisyana,100-199,1100-1199
Tovomita spruceana,100-199,900-999
Tovomita stylosa,100-199,1500-1599
Tovomita trojitana,200-299,1100-1199
Toxicodendron striatum,100-199,2700-2799
Trattinnickia aspera,200-299,1100-1199
Trattinnickia burserifolia,500-599,900-999
Trattinnickia lawrancei,400-499,1200-1299
Trema integerrima,300-399,1600-1699
Trema micrantha,100-199,2600-2699
Trichilia cipo,200-299,300-399
Trichilia elegans,100-199,1300-1399
Trichilia hirta,100-199,2900-2999
Trichilia inaequilatera,200-299,300-399
Trichilia martiana,100-199,2000-2099
Trichilia maynasiana,200-299,300-399
Trichilia micrantha,100-199,500-599
Trichilia moschata,300-399,500-599
Trichilia pallida,100-199,1700-1799
Trichilia pleeana,100-199,1000-1099
Trichilia poeppigii,100-199,900-999
Trichilia quadrijuga,100-199,400-499
Trichilia schomburgkii,100-199,500-599
Trichilia septentrionalis,100-199,2300-2399
Trichospermum galeottii,100-199,1300-1399
Triplaris americana,200-299,2100-2199
Triplaris cumingiana,200-299,1000-1099
Triplaris weigeltiana,300-399,700-799
Trophis racemosa,100-199,1600-1699
Turpinia heterophylla,2200-2299,3000-3099
Ulex europaeus,1600-1699,3000-3099
Unonopsis aviceps,100-199,1000-1099
Unonopsis guatterioides,300-399,1400-1499
Unonopsis pacifica,100-199,900-999
Unonopsis spectabilis,100-199,700-799
Urera baccifera,100-199,2200-2299
Urera caracasana,100-199,2200-2299
Urera lianoides,300-399,900-999
Urera simplex,100-199,1900-1999
Uribea tamarindoides,100-199,300-399
Vachellia macracantha,100-199,1000-1099
Vallea stipularis,200-299,3700-3799
Varronia cylindrostachya,1100-1199,3400-3499
Vasconcellea goudotiana,100-199,2800-2899
Vasconcellea microcarpa,100-199,2200-2299
Vasconcellea pubescens,2000-2099,2900-2999
Vatairea guianensis,300-399,300-399
Verbesina arborea,700-799,3100-3199
Verbesina nudipes,1400-1499,3400-3499
Vernonanthura patens,100-199,2500-2599
Viburnum anabaptista,1300-1399,2700-2799
Viburnum antioquiense,2000-2099,3200-3299
Viburnum ayavacense,1100-1199,3000-3099
Viburnum hallii,1600-1699,2600-2699
Viburnum lasiophyllum,1700-1799,2800-2899
Viburnum pichinchense,200-299,3600-3699
Viburnum reticulatum,3100-3199,3100-3199
Viburnum tinoides,1100-1199,3500-3599
Viburnum toronis,1200-1299,3200-3299
Viburnum triphyllum,1200-1299,3500-3599
Viburnum undulatum,2100-2199,3600-3699
Virola calophylla,1100-1199,1100-1199
Virola dixonii,100-199,600-699
Virola elongata,100-199,400-499
Virola flexuosa,100-199,800-899
Virola loretensis,200-299,200-299
Virola macrocarpa,100-199,2100-2199
Virola pavonis,200-299,400-499
Virola reidii,600-699,1100-1199
Virola sebifera,100-199,2100-2199
Vismia baccifera,100-199,3600-3699
Vismia cayennensis,100-199,2600-2699
Vismia gracilis,300-399,300-399
Vismia guianensis,100-199,2800-2899
Vismia laevis,100-199,2600-2699
Vismia lauriformis,100-199,2500-2599
Vismia lindeniana,1400-1499,1400-1499
Vismia macrophylla,100-199,1400-1499
Vismia mandurr,1800-1899,2100-2199
Vismia sprucei,100-199,2300-2399
Vismia tomentosa,1000-1099,1000-1099
Vitex capitata,100-199,900-999
Vitex compressa,200-299,1500-1599
Vitex cymosa,200-299,300-399
Vitex triflora,200-299,500-599
Vochysia duquei,900-999,2100-2199
Vochysia ferruginea,100-199,2000-2099
Vochysia lehmannii,100-199,3200-3299
Vochysia megalantha,100-199,2000-2099
Warszewiczia coccinea,100-199,2600-2699
Warszewiczia uxpanapensis,400-499,700-799
Weinmannia auriculata,300-399,3800-3899
Weinmannia cochensis,2500-2599,3800-3899
Weinmannia elliptica,1300-1399,3400-3499
Weinmannia fagaroides,1900-1999,3900-3999
Weinmannia latifolia,2800-2899,2800-2899
Weinmannia lechleriana,2000-2099,2600-2699
Weinmannia lentiscifolia,2600-2699,2700-2799
Weinmannia mariquitae,1200-1299,3700-3799
Weinmannia microphylla,2500-2599,3500-3599
Weinmannia multijuga,1400-1499,3300-3399
Weinmannia ovata,2200-2299,2300-2399
Weinmannia pinnata,900-999,3500-3599
Weinmannia pubescens,1200-1299,3300-3399
Weinmannia reticulata,1900-1999,3400-3499
Weinmannia rollottii,1500-1599,3600-3699
Weinmannia sorbifolia,300-399,2400-2499
Weinmannia tomentosa,1700-1799,3700-3799
Wettinia fascicularis,1200-1299,2100-2199
Wettinia hirsuta,200-299,1300-1399
Wettinia kalbreyeri,400-499,2500-2599
Wettinia microcarpa,1600-1699,2200-2299
Wettinia oxycarpa,700-799,700-799
Wettinia praemorsa,200-299,3800-3899
Wettinia quinaria,100-199,1100-1199
Witheringia coccoloboides,200-299,3000-3099
Wittmackanthus stanleyanus,100-199,1000-1099
Xanthosoma sagittifolium,100-199,2300-2399
Ximenia americana,100-199,300-399
Xylopia amazonica,100-199,400-499
Xylopia aromatica,100-199,2300-2399
Xylopia calophylla,500-599,500-599
Xylopia discreta,100-199,1000-1099
Xylopia emarginata,300-399,500-599
Xylopia frutescens,200-299,1000-1099
Xylopia polyantha,100-199,900-999
Xylopia sericea,300-399,800-899
Zanthoxylum acuminatum,400-499,2500-2599
Zanthoxylum fagara,200-299,2500-2599
Zanthoxylum formiciferum,1300-1399,1300-1399
Zanthoxylum lenticulare,200-299,1400-1499
Zanthoxylum melanostictum,1600-1699,2800-2899
Zanthoxylum pucro,800-899,800-899
Zanthoxylum quinduense,1700-1799,2900-2999
Zanthoxylum rhoifolium,100-199,3600-3699
Zanthoxylum rigidum,100-199,1400-1499
Zinowiewia australis,1600-1699,2800-2899
Zygia latifolia,100-199,400-499
Zygia multipunctata,400-499,500-599
Zygia picramnioides,400-499,600-699
Bunchosia argentea,200-299,2100-2199
Bunchosia armeniaca,200-299,2500-2599
Bunchosia diphylla,300-399,400-499
Bunchosia hartwegiana,100-199,1100-1199
Bunchosia pseudonitida,100-199,1900-1999
Bursera graveolens,200-299,900-999
Bursera simaruba,100-199,1500-1599
Byrsonima arthropoda,200-299,1800-1899
Byrsonima garcibarrigae,400-499,2200-2299
Byrsonima nemoralis,500-599,1900-1999
Byrsonima spicata,100-199,1600-1699
Byrsonima stipulacea,200-299,200-299
Cabralea canjerana,300-399,300-399
Calatola costaricensis,200-299,3200-3299
Calliandra magdalenae,100-199,1500-1599
Calliandra purdiei,300-399,1800-1899
Calliandra riparia,100-199,1500-1599
Calophyllum brasiliense,100-199,2600-2699
Calophyllum mariae,500-599,1400-1499
Calycolpus moritzianus,100-199,2800-2899
Campomanesia speciosa,300-399,300-399
Capirona decorticans,400-499,400-499
Capparis micracantha,100-199,100-199
Cariniana pyriformis,100-199,1500-1599
Caryocar amygdaliferum,100-199,900-999
Caryocar glabrum,200-299,1900-1999
Caryocar pallidum,300-399,400-499
Caryodendron orinocense,200-299,1500-1599
Casearia aculeata,100-199,1200-1299
Casearia arborea,100-199,2500-2599
Casearia arguta,100-199,1700-1799
Casearia cajambrensis,100-199,1700-1799
Casearia combaymensis,1200-1299,1200-1299
Casearia decandra,200-299,900-999
Casearia grandiflora,100-199,1400-1499
Casearia mariquitensis,100-199,1900-1999
Casearia megacarpa,1300-1399,2000-2099
Casearia praecox,100-199,900-999
Casearia prunifolia,400-499,500-599
Casearia quinduensis,2000-2099,2700-2799
Casearia sylvestris,100-199,2300-2399
Casearia tachirensis,1600-1699,2600-2699
Casearia ulmifolia,100-199,600-699
Casearia zahlbruckneri,1900-1999,2600-2699
Cassia moschata,200-299,1400-1499
Cassipourea guianensis,100-199,1400-1499
Castilla elastica,100-199,2200-2299
Castilla tunu,100-199,1300-1399
Cathedra acuminata,100-199,1400-1499
Catostemma digitata,200-299,600-699
Catostemma digitatum,200-299,600-699
Cavanillesia platanifolia,200-299,400-499
Cavendishia antioquiensis,1300-1399,2000-2099
Cavendishia bracteata,100-199,3800-3899
Cavendishia compacta,500-599,2800-2899
Cavendishia guatapeensis,1200-1299,3300-3399
Cavendishia pubescens,200-299,3700-3799
Cecropia angustifolia,400-499,2500-2599
Cecropia bullata,1500-1599,1600-1699
Cecropia engleriana,300-399,1100-1199
Cecropia gabrielis,1200-1299,1900-1999
Cecropia hispidissima,300-399,1900-1999
Cecropia insignis,200-299,1100-1199
Cecropia membranacea,100-199,1100-1199
Cecropia obtusifolia,100-199,2200-2299
Cecropia peltata,100-199,2200-2299
Cecropia reticulata,900-999,1700-1799
Cecropia sciadophylla,300-399,300-399
Cecropia telenitida,200-299,2900-2999
Cedrela fissilis,200-299,1200-1299
Cedrela lilloi,1200-1299,1200-1299
Cedrela montana,700-799,3500-3599
Cedrela odorata,100-199,2200-2299
Ceiba pentandra,100-199,2100-2199
Ceiba speciosa,1100-1199,1500-1599
Celtis iguanaea,100-199,1600-1699
Celtis schippii,200-299,1600-1699
Centronia laurifolia,1400-1499,1400-1499
Ceroxylon parvifrons,2300-2399,3400-3499
Ceroxylon quindiuense,1700-1799,3100-3199
Ceroxylon vogelianum,1000-1099,2900-2999
Cespedesia spathulata,100-199,1500-1599
Cestrum bigibbosum,500-599,2400-2499
Cestrum conglomeratum,3200-3299,3200-3299
Cestrum cuneifolium,1100-1199,3300-3399
Cestrum humboldtii,2000-2099,3300-3399
Cestrum megalophyllum,100-199,2900-2999
Cestrum ochraceum,1300-1399,3500-3599
Cestrum petiolare,1100-1199,3100-3199
Cestrum racemosum,100-199,3100-3199
Chamaedorea allenii,100-199,1300-1399
Chamaedorea linearis,200-299,2600-2699
Chamaedorea pinnatifrons,200-299,3800-3899
Cheiloclinium cognatum,200-299,900-999
Chimarrhis glabriflora,800-899,900-999
Chimarrhis hookeri,200-299,500-599
Chlorocardium venenosum,200-299,200-299
Chloroleucon mangense,200-299,300-399
Chomelia microloba,200-299,400-499
Chomelia paniculata,200-299,900-999
Chomelia polyantha,200-299,500-599
Chomelia spinosa,200-299,800-899
Chomelia tenuiflora,200-299,2300-2399
Chrysochlamys colombiana,100-199,2800-2899
Chrysochlamys dependens,100-199,2300-2399
Chrysochlamys eclipes,300-399,1500-1599
Chrysochlamys macrophylla,300-399,1900-1999
Chrysochlamys membranacea,200-299,2600-2699
Chrysochlamys nicaraguensis,100-199,1400-1499
Chrysochlamys ulei,1200-1299,2200-2299
Chrysochlamys weberbaueri,500-599,2000-2099
Chrysophyllum argenteum,100-199,2600-2699
Chrysophyllum cainito,100-199,1900-1999
Chrysophyllum colombianum,100-199,600-699
Chrysophyllum lucentifolium,200-299,1100-1199
Chrysophyllum prieurii,1100-1199,1800-1899
