Species,Min Elevation Bracket,Max Elevation Bracket
Pouteria caimito,100-199,2200-2299
Pouteria cuspidata,300-399,1400-1499
Pouteria durlandii,600-699,1200-1299
Pouteria glomerata,800-899,1000-1099
Pouteria lucumifolia,200-299,200-299
Pouteria macrophylla,200-299,1200-1299
Pouteria multiflora,200-299,200-299
Pouteria oblanceolata,1400-1499,1400-1499
Pouteria reticulata,600-699,700-799
Pouteria subrotata,800-899,800-899
Pouteria torta,200-299,2000-2099
Praecereus euchlorus,500-599,1200-1299
Prestoea acuminata,800-899,2300-2399
Prionostemma asperum,200-299,800-899
Protium amazonicum,400-499,500-599
Protium glabrescens,100-199,500-599
Protium montanum,600-699,1600-1699
Protium opacum,100-199,100-199
Protium rhynchophyllum,200-299,600-699
Protium sagotianum,400-499,400-499
Protium unifoliolatum,200-299,400-499
Prumnopitys harmsiana,2200-2299,2800-2899
Prumnopitys montana,2900-2999,2900-2999
Prunus debilis,200-299,1600-1699
Prunus integrifolia,1300-1399,3500-3599
Prunus myrtifolia,2100-2199,2100-2199
Prunus stipulata,2400-2499,3100-3199
Pseudobombax argentinum,400-499,400-499
Pseudobombax marginatum,200-299,1400-1499
Pseudobombax septenatum,100-199,800-899
Pseudolmedia laevigata,700-799,2000-2099
Pseudolmedia laevis,100-199,1500-1599
Pseudolmedia macrophylla,200-299,1200-1299
Pseudolmedia rigida,1500-1599,2000-2099
Psidium guineense,100-199,2300-2399
Psychotria ernestii,200-299,700-799
Psychotria micrantha,300-399,300-399
Psychotria pichisensis,100-199,1500-1599
Psychotria remota,300-399,300-399
Pterocarpus rohrii,100-199,300-399
Pterogyne nitens,100-199,1300-1399
Quararibea wittii,400-499,400-499
Quiina amazonica,200-299,200-299
Quiina cruegeriana,200-299,1200-1299
Quiina florida,200-299,1300-1399
Randia armata,100-199,2200-2299
Randia micracantha,1100-1199,3100-3199
Rauvolfia leptophylla,1200-1299,1400-1499
Rauvolfia sprucei,1000-1099,1000-1099
Rhamnidium elaeocarpum,200-299,1700-1799
Rhodostemonodaphne kunthiana,200-299,1700-1799
Richeria grandis,200-299,1900-1999
Rinorea lindeniana,200-299,300-399
Rinorea pubiflora,800-899,800-899
Rinorea viridifolia,100-199,800-899
Rinoreocarpus ulei,300-399,300-399
Ronabea latifolia,600-699,1000-1099
Roucheria laxiflora,1000-1099,1500-1599
Roupala monosperma,2300-2399,2600-2699
Roupala montana,200-299,2100-2199
Ruagea glabra,200-299,2900-2999
Ruagea hirsuta,1800-1899,3200-3299
Ruagea ovalis,2100-2199,3200-3299
Ruagea subviridiflora,2000-2099,2900-2999
Ruagea tomentosa,1200-1299,2000-2099
Rudgea ciliata,400-499,2800-2899
Rudgea cornifolia,100-199,1500-1599
Rudgea verticillata,700-799,700-799
Ruizodendron ovale,100-199,1300-1399
Ruprechtia apetala,500-599,2500-2599
Sambucus nigra,1400-1499,3600-3699
Sambucus peruviana,1100-1199,3500-3599
Sapindus saponaria,200-299,2600-2699
Sapium glandulosum,200-299,2700-2799
Sapium laurifolium,900-999,900-999
Sapium marmieri,100-199,2200-2299
Saracha punctata,1400-1499,3900-3999
Sarcaulus brasiliensis,200-299,700-799
Saurauia peruviana,500-599,2700-2799
Schefflera allocotantha,2400-2499,2600-2699
Schefflera herzogii,1300-1399,2400-2499
Schinopsis brasiliensis,800-899,1900-1999
Schinopsis marginata,600-699,2600-2699
Schizocalyx obovatus ,300-399,1700-1799
Schizolobium parahyba,100-199,400-499
Schnella glabra,200-299,200-299
Scutia buxifolia,1500-1599,2500-2599
Sebastiania brasiliensis,200-299,2000-2099
Seguieria americana,300-399,300-399
Senegalia polyphylla,300-399,1700-1799
Senegalia riparia,300-399,2300-2399
Senna ruiziana,300-399,1800-1899
Senna silvestris,300-399,900-999
Senna spectabilis,200-299,2100-2199
Sessea dependens,3000-3099,3300-3399
Sessea vestita,3000-3099,3000-3099
Sideroxylon obtusifolium,200-299,2200-2299
Simarouba amara,100-199,1400-1499
Siparuna aspera,800-899,2200-2299
Siparuna bifida,200-299,1200-1299
Siparuna decipiens,200-299,500-599
Siparuna guianensis,100-199,1400-1499
Siparuna thecaphora,200-299,2300-2399
Siparuna tomentosa,200-299,2600-2699
Siphoneugena occidentalis,1200-1299,2300-2399
Sisyrinchium micranthum,700-799,2800-2899
Sloanea brevipes,200-299,200-299
Sloanea eichleri,400-499,1000-1099
Sloanea fragrans,200-299,1300-1399
Sloanea guianensis,100-199,1500-1599
Sloanea latifolia,200-299,200-299
Sloanea laxiflora,200-299,200-299
Sloanea obtusifolia,200-299,1200-1299
Sloanea pubescens,800-899,1500-1599
Sloanea rufa,100-199,1400-1499
Sloanea terniflora,200-299,200-299
Sloanea tuerckheimii,200-299,1200-1299
Socratea exorrhiza,200-299,1300-1399
Socratea salazarii,300-399,300-399
Solanum anceps,400-499,2900-2999
Solanum aphyodendron,200-299,2800-2899
Solanum asperolanatum,1200-1299,3500-3599
Solanum maturecalvans,1700-1799,3700-3799
Solanum nutans,1300-1399,3100-3199
Solanum pendulum,400-499,500-599
Solanum riparium,300-399,2500-2599
Solanum sessile,300-399,2100-2199
Solanum symmetricum,300-399,2600-2699
Solanum trichoneuron,200-299,2500-2599
Sorocea guilleminiana,400-499,1800-1899
Sorocea pubivena,400-499,400-499
Sorocea sprucei,200-299,1500-1599
Sorocea steinbachii,100-199,1100-1199
Sphaeropteris quindiuensis,2000-2099,2100-2199
Spirotheca rosea,1700-1799,1900-1999
Staphylea occidentalis,300-399,2400-2499
Stenostomum acreanum,200-299,600-699
Sterculia apetala,100-199,500-599
Blepharocalyx salicifolius,600-699,3100-3199
Bocconia frutescens,600-699,3100-3199
Bocconia integrifolia,800-899,3400-3499
Boehmeria caudata,400-499,2700-2799
Boehmeria ulmifolia,600-699,2500-2599
Bomarea multiflora,2600-2699,3500-3599
Bougainvillea stipitata,200-299,2700-2799
Brosimum guianense,100-199,1300-1399
Brosimum lactescens,100-199,1200-1299
Brunellia boliviana,1700-1799,3400-3499
Brunellia brunnea,2400-2499,2400-2499
Brunellia sibundoya,2200-2299,2600-2699
Brunellia stenoptera,1100-1199,1100-1199
Sterculia rebeccae,400-499,700-799
Sterculia speciosa,200-299,200-299
Sterculia tessmannii,400-499,500-599
Stryphnodendron microstachyum,300-399,400-499
Styloceras brokawii,200-299,1000-1099
Styloceras laurifolium,2700-2799,3100-3199
Stylogyne ardisioides,100-199,1900-1999
Stylogyne longifolia,400-499,700-799
Styrax pentlandianus,800-899,3000-3099
Swartzia myrtifolia,1200-1299,1300-1399
Swartzia simplex,1100-1199,1300-1399
Swietenia macrophylla,100-199,700-799
Symphonia globulifera,100-199,1500-1599
Symplocos arechea,300-399,1900-1999
Symplocos bogotensis,2200-2299,3200-3299
Symplocos fimbriata,3000-3099,3800-3899
Symplocos quitensis,2100-2199,3600-3699
Tabernaemontana cymosa,200-299,1400-1499
Tachia parviflora,800-899,1400-1499
Tachigali alba,1000-1099,1200-1299
Talisia cerasina,200-299,300-399
Talisia hexaphylla,200-299,900-999
Talisia macrophylla,1200-1299,1200-1299
Tapirira guianensis,100-199,2000-2099
Terminalia amazonia,200-299,1200-1299
Terminalia oblonga,100-199,900-999
Terminalia tetraphylla,200-299,1800-1899
Terminalia triflora,300-399,2100-2199
Ternstroemia brachypoda,2000-2099,2100-2199
Ternstroemia polyandra,2400-2499,2600-2699
Tessaria integrifolia,200-299,2400-2499
Tetragastris altissima,400-499,900-999
Tetragastris panamensis,200-299,300-399
Tetrasida chachapoyensis,500-599,500-599
Tetrorchidium rubrivenium,200-299,1200-1299
Theobroma cacao,200-299,400-499
Theobroma speciosum,3000-3099,3000-3099
Tipuana tipu,300-399,3200-3299
Tournefortia cuspidata,300-399,400-499
Tovomita krukovii,200-299,500-599
Tovomita trojitana,500-599,500-599
Toxicodendron striatum,1200-1299,1500-1599
Trattinnickia aspera,200-299,200-299
Trema micrantha,100-199,2300-2399
Trichilia claussenii,600-699,2100-2199
Trichilia elegans,100-199,2600-2699
Trichilia hirta,200-299,3200-3299
Trichilia inaequilatera,100-199,2100-2199
Trichilia maynasiana,400-499,600-699
Trichilia micrantha,200-299,900-999
Trichilia pallida,100-199,2000-2099
Trichilia pleeana,100-199,1300-1399
Trichilia quadrijuga,200-299,900-999
Trichilia rubra,200-299,800-899
Trichilia septentrionalis,300-399,1300-1399
Trichilia tomentosa,1600-1699,1600-1699
Triplaris americana,100-199,2500-2599
Triplaris cumingiana,400-499,500-599
Triplaris poeppigiana,200-299,1200-1299
Triplaris setosa,700-799,800-899
Ulex europaeus,3300-3399,3300-3399
Unonopsis guatterioides,200-299,1200-1299
Unonopsis spectabilis,900-999,1700-1799
Urera baccifera,200-299,1900-1999
Urera caracasana,200-299,1700-1799
Urera lianoides,300-399,2000-2099
Urera simplex,200-299,2100-2199
Vachellia macracantha,200-299,3800-3899
Vallea stipularis,100-199,3800-3899
Varronia cylindrostachya,1300-1399,2800-2899
Vasconcellea microcarpa,500-599,2200-2299
Vasconcellea quercifolia,1100-1199,3000-3099
Vassobia breviflora,200-299,2700-2799
Vatairea fusca,300-399,600-699
Vernonanthura patens,200-299,3000-3099
Viburnum ayavacense,1300-1399,2900-2999
Viburnum hallii,1900-1999,3300-3399
Viburnum lasiophyllum,3000-3099,3000-3099
Viburnum triphyllum,1300-1399,1300-1399
Virola calophylla,200-299,200-299
Virola elongata,900-999,1700-1799
Virola flexuosa,100-199,400-499
Virola sebifera,200-299,1500-1599
Vismia baccifera,1800-1899,1900-1999
Vismia cayennensis,400-499,1100-1199
Vismia gracilis,200-299,2400-2499
Vismia guianensis,200-299,2100-2199
Vismia lauriformis,500-599,1400-1499
Vismia pozuzoensis,100-199,2500-2599
Vismia sprucei,300-399,300-399
Vismia tomentosa,700-799,700-799
Vitex cymosa,200-299,600-699
Vitex triflora,300-399,300-399
Vochysia haenkeana,200-299,1000-1099
Vochysia mapirensis,100-199,1500-1599
Warszewiczia coccinea,500-599,1100-1199
Weinmannia auriculata,2100-2199,3300-3399
Weinmannia bangii,1500-1599,3200-3299
Weinmannia cochensis,2900-2999,2900-2999
Weinmannia crassifolia,2000-2099,3400-3499
Weinmannia fagaroides,2500-2599,3500-3599
Weinmannia latifolia,3100-3199,3100-3199
Weinmannia lechleriana,1300-1399,2500-2599
Weinmannia lentiscifolia,2600-2699,3100-3199
Weinmannia microphylla,1600-1699,3500-3599
Weinmannia multijuga,2100-2199,3300-3399
Weinmannia ovata,2100-2199,3100-3199
Weinmannia pinnata,2000-2099,3400-3499
Weinmannia reticulata,2100-2199,3100-3199
Weinmannia rollottii,3200-3299,3200-3299
Weinmannia sorbifolia,900-999,2900-2999
Weinmannia subsessiliflora,1800-1899,2400-2499
Xanthosoma sagittifolium,300-399,1900-1999
Ximenia americana,200-299,1800-1899
Xylopia aromatica,200-299,700-799
Xylopia cuspidata,200-299,700-799
Xylopia polyantha,100-199,900-999
Xylopia sericea,100-199,300-399
Xylosma longipetiolata,300-399,2100-2199
Xylosma pubescens,1500-1599,1500-1599
Zanthoxylum acuminatum,100-199,1100-1199
Zanthoxylum fagara,100-199,2100-2199
Zanthoxylum petiolare,300-399,1600-1699
Zanthoxylum pucro,500-599,1200-1299
Zanthoxylum rhoifolium,100-199,2900-2999
Zanthoxylum rigidum,200-299,400-499
Zanthoxylum sprucei,100-199,1400-1499
Zanthoxylum tambopatense,500-599,800-899
Zinowiewia australis,1200-1299,2200-2299
Bunchosia armeniaca,300-399,2300-2399
Bunchosia lindeniana,400-499,2100-2199
Bunchosia paraguariensis,400-499,400-499
Byrsonima arthropoda,200-299,2500-2599
Byrsonima poeppigiana,1700-1799,1700-1799
Byrsonima spicata,200-299,2200-2299
Cabralea canjerana,200-299,2000-2099
Calatola costaricensis,400-499,1400-1499
Calophyllum brasiliense,100-199,1300-1399
Calycophyllum multiflorum,200-299,1200-1299
Calycophyllum spruceanum,100-199,300-399
Campomanesia speciosa,600-699,600-699
Cariniana estrellensis,100-199,1500-1599
Caryocar glabrum,1400-1499,1400-1499
Casearia aculeata,200-299,1700-1799
Casearia arborea,300-399,1400-1499
Casearia combaymensis,200-299,200-299
Casearia decandra,100-199,2200-2299
Casearia mariquitensis,400-499,400-499
Casearia obovalis,200-299,1300-1399
Casearia sylvestris,100-199,2800-2899
Casearia zahlbruckneri,2100-2199,2200-2299
Castilla elastica,300-399,300-399
Castilla ulei,300-399,300-399
Cavanillesia hylogeiton,100-199,800-899
Cavendishia bracteata,200-299,3400-3499
Cavendishia pubescens,1300-1399,3400-3499
Cecropia angustifolia,800-899,2000-2099
Cecropia engleriana,200-299,200-299
Cecropia membranacea,300-399,1100-1199
Cecropia polystachya,200-299,1800-1899
Cecropia sciadophylla,200-299,2000-2099
Cecropia tacuna,2100-2199,2300-2399
Cedrela balansae,600-699,600-699
Cedrela fissilis,200-299,2300-2399
Cedrela lilloi,1200-1299,2700-2799
Cedrela montana,3600-3699,3600-3699
Cedrela odorata,100-199,2800-2899
Ceiba chodatii,400-499,2200-2299
Ceiba insignis,400-499,400-499
Ceiba pentandra,100-199,100-199
Ceiba samauma,200-299,500-599
Ceiba speciosa,100-199,1500-1599
Celtis iguanaea,200-299,2200-2299
Celtis schippii,100-199,400-499
Ceroxylon parvifrons,1400-1499,2800-2899
Ceroxylon vogelianum,1900-1999,1900-1999
Cespedesia spathulata,900-999,1300-1399
Cestrum conglomeratum,700-799,3600-3699
Cestrum megalophyllum,400-499,2200-2299
Cestrum racemosum,200-299,800-899
Chamaedorea linearis,400-499,2200-2299
Chamaedorea pinnatifrons,200-299,2100-2199
Cheiloclinium cognatum,200-299,1200-1299
Chimarrhis glabriflora,500-599,1200-1299
Chimarrhis hookeri,200-299,1200-1299
Chomelia paniculata,200-299,1400-1499
Chomelia tenuiflora,400-499,1400-1499
Chrysochlamys macrophylla,1000-1099,2400-2499
Chrysochlamys weberbaueri,200-299,1600-1699
Chrysophyllum argenteum,300-399,800-899
Chrysophyllum gonocarpum,200-299,2100-2199
Chrysophyllum lucentifolium,600-699,600-699
Chrysophyllum marginatum,200-299,2200-2299
