Species,Min Elevation Bracket,Max Elevation Bracket
Sloanea brevispina,1200-1299,2000-2099
Sloanea durissima,100-199,2100-2199
Sloanea eichleri,100-199,100-199
Sloanea fragrans,100-199,1000-1099
Sloanea garckeana,300-399,300-399
Sloanea gracilis,100-199,200-299
Sloanea guianensis,100-199,2100-2199
Sloanea latifolia,100-199,500-599
Sloanea laxiflora,200-299,500-599
Sloanea medusula,900-999,900-999
Sloanea meianthera,100-199,600-699
Sloanea multiflora,100-199,400-499
Sloanea obtusifolia,200-299,500-599
Sloanea parvifructa,200-299,1000-1099
Sloanea pubescens,100-199,1200-1299
Sloanea robusta,100-199,500-599
Sloanea rufa,100-199,1500-1599
Sloanea sinemariensis,100-199,900-999
Sloanea terniflora,100-199,1600-1699
Sloanea tuerckheimii,100-199,1100-1199
Socratea exorrhiza,100-199,1200-1299
Socratea rostrata,300-399,1900-1999
Socratea salazarii,100-199,500-599
Solanum anceps,100-199,2400-2499
Solanum aphyodendron,800-899,3400-3499
Solanum arboreum,100-199,900-999
Solanum asperolanatum,900-999,3300-3399
Solanum confertiseriatum,100-199,1900-1999
Solanum cucullatum,100-199,3000-3099
Solanum cutervanum,2500-2599,3900-3999
Solanum hypaleurotrichum,2200-2299,3800-3899
Solanum lepidotum,100-199,2000-2099
Solanum maturecalvans,1600-1699,3000-3099
Solanum nutans,1500-1599,3600-3699
Solanum oblongifolium,900-999,3700-3799
Solanum pendulum,1300-1399,2300-2399
Solanum riparium,1000-1099,1100-1199
Solanum sessile,100-199,2000-2099
Solanum umbellatum,100-199,1300-1399
Sorocea affinis,100-199,100-199
Sorocea guilleminiana,100-199,200-299
Sorocea jaramilloi,600-699,600-699
Sorocea pubivena,100-199,1600-1699
Sorocea sarcocarpa,100-199,2000-2099
Sorocea sprucei,100-199,100-199
Sorocea steinbachii,100-199,1700-1799
Sorocea trophoides,500-599,2000-2099
Sphaeropteris quindiuensis,900-999,2900-2999
Spirotheca awadendron,800-899,1600-1699
Spirotheca rosea,800-899,2100-2199
Spondias mombin,500-599,500-599
Staphylea occidentalis,100-199,3000-3099
Stenostomum acreanum,100-199,300-399
Stephanopodium angulatum,100-199,1900-1999
Sterculia apetala,100-199,1500-1599
Sterculia colombiana,100-199,1200-1299
Blakea rotundifolia,800-899,2400-2499
Blepharocalyx salicifolius,2800-2899,2800-2899
Bocconia frutescens,900-999,3100-3199
Bocconia integrifolia,500-599,3000-3099
Boehmeria caudata,800-899,2600-2699
Boehmeria ulmifolia,300-399,2900-2999
Bomarea multiflora,1200-1299,4000-4099
Brachyotum gleasonii,2800-2899,3700-3799
Brosimum alicastrum,100-199,1100-1199
Brosimum guianense,100-199,1000-1099
Brosimum lactescens,100-199,1100-1199
Brosimum rubescens,100-199,500-599
Brosimum utile,100-199,1600-1699
Brownea multijuga,200-299,600-699
Browneopsis macrofoliolata,500-599,800-899
Brunellia acostae,300-399,2700-2799
Brunellia comocladifolia,900-999,2700-2799
Brunellia inermis,1000-1099,3000-3099
Brunellia sibundoya,2200-2299,2500-2599
Brunellia stenoptera,900-999,1600-1699
Brunellia tomentosa,2000-2099,2800-2899
Sterculia frondosa,100-199,700-799
Sterculia pruriens,100-199,400-499
Sterculia rebeccae,100-199,1000-1099
Sterculia speciosa,100-199,200-299
Sterculia tessmannii,100-199,800-899
Sterigmapetalum colombianum,100-199,100-199
Stilpnophyllum oellgaardii,1100-1199,2800-2899
Strychnos erichsonii,100-199,200-299
Strychnos guianensis,100-199,300-399
Strychnos toxifera,200-299,500-599
Stryphnodendron microstachyum,100-199,100-199
Styloceras laurifolium,1700-1799,3000-3099
Stylogyne ardisioides,100-199,2100-2199
Stylogyne longifolia,100-199,2800-2899
Stylogyne turbacensis,100-199,500-599
Styrax foveolaria,1400-1499,3400-3499
Styrax glabratus,2000-2099,2000-2099
Styrax heterotrichus,2300-2399,3000-3099
Styrax pavonii,1700-1799,2600-2699
Styrax peruvianus,1600-1699,2700-2799
Styrax tomentosus,1700-1799,3300-3399
Swartzia amplifolia,100-199,200-299
Swartzia haughtii,100-199,800-899
Swartzia myrtifolia,100-199,2000-2099
Swartzia oraria,100-199,200-299
Swartzia schultesii,100-199,200-299
Swartzia simplex,100-199,1500-1599
Swietenia macrophylla,100-199,500-599
Symphonia globulifera,100-199,2000-2099
Symplocos apiciflora,3000-3099,3000-3099
Symplocos arechea,200-299,800-899
Symplocos bogotensis,1500-1599,3100-3199
Symplocos canescens,2000-2099,2900-2999
Symplocos carmencitae,2500-2599,3100-3199
Symplocos coriacea,2700-2799,3300-3399
Symplocos fuliginosa,1000-1099,2200-2299
Symplocos fuscata,2000-2099,3100-3199
Symplocos peruviana,1600-1699,2900-2999
Symplocos quitensis,2200-2299,3500-3599
Symplocos reflexa,2300-2399,3100-3199
Symplocos rimbachii,1400-1499,1400-1499
Symplocos spruceana,1500-1599,1900-1999
Symplocos subandina,1700-1799,2300-2399
Syzygium aemulum,2000-2099,2000-2099
Tabernaemontana columbiensis,100-199,1500-1599
Tabernaemontana cymosa,300-399,500-599
Tabernaemontana grandiflora,700-799,700-799
Tabernaemontana markgrafiana,100-199,400-499
Tabernaemontana sananho,100-199,2200-2299
Tachia parviflora,300-399,900-999
Tachigali chrysaloides,100-199,1900-1999
Tachigali setifera,100-199,1400-1499
Talisia cerasina,100-199,700-799
Talisia hexaphylla,100-199,100-199
Talisia macrophylla,100-199,300-399
Talisia nervosa,100-199,700-799
Talisia obovata,100-199,500-599
Tapirira guianensis,100-199,2000-2099
Tapirira obtusa,100-199,2100-2199
Tapirira rubrinervis,900-999,900-999
Tapura guianensis,100-199,1200-1299
Tapura peruviana,100-199,2900-2999
Terminalia amazonia,100-199,2000-2099
Terminalia oblonga,100-199,1000-1099
Terminalia tetraphylla,100-199,900-999
Terminalia valverdeae,600-699,900-999
Ternstroemia jelskii,2000-2099,2800-2899
Ternstroemia luquillensis,2100-2199,2300-2399
Ternstroemia macrocarpa,2600-2699,3200-3299
Tessaria integrifolia,100-199,3500-3599
Tetragastris altissima,200-299,200-299
Tetragastris panamensis,100-199,800-899
Tetrathylacium macrophyllum,100-199,1800-1899
Tetrorchidium andinum,100-199,2600-2699
Tetrorchidium euryphyllum,1500-1599,2500-2599
Tetrorchidium macrophyllum,100-199,2100-2199
Tetrorchidium rubrivenium,100-199,3100-3199
Theobroma bicolor,200-299,1000-1099
Theobroma cacao,100-199,2600-2699
Theobroma gileri,N/A,N/A
Theobroma glaucum,100-199,300-399
Theobroma speciosum,100-199,900-999
Theobroma subincanum,100-199,1000-1099
Tipuana tipu,2100-2199,2100-2199
Tocoyena pittieri,400-499,1600-1699
Toulicia reticulata,100-199,100-199
Tournefortia cuspidata,100-199,2400-2499
Tournefortia fuliginosa,1500-1599,4000-4099
Tournefortia scabrida,100-199,3600-3699
Tovomita carinata,100-199,100-199
Tovomita choisyana,100-199,400-499
Tovomita krukovii,100-199,100-199
Tovomita spruceana,100-199,300-399
Tovomita stylosa,100-199,300-399
Toxicodendron striatum,600-699,1900-1999
Trattinnickia aspera,100-199,100-199
Trattinnickia burserifolia,100-199,1000-1099
Trattinnickia lawrancei,100-199,1200-1299
Trema integerrima,200-299,2300-2399
Trema micrantha,100-199,2500-2599
Trichilia cipo,100-199,200-299
Trichilia elegans,100-199,1000-1099
Trichilia hirta,500-599,2900-2999
Trichilia inaequilatera,100-199,200-299
Trichilia martiana,200-299,1800-1899
Trichilia maynasiana,100-199,1900-1999
Trichilia micrantha,100-199,1300-1399
Trichilia moschata,1100-1199,1100-1199
Trichilia pallida,100-199,2200-2299
Trichilia pleeana,100-199,1200-1299
Trichilia poeppigii,100-199,1600-1699
Trichilia primogenita,300-399,300-399
Trichilia quadrijuga,100-199,2100-2199
Trichilia rubra,100-199,1900-1999
Trichilia septentrionalis,100-199,2100-2199
Trichilia stipitata,100-199,400-499
Trichilia surinamensis,500-599,600-699
Trichilia tomentosa,900-999,2000-2099
Trichospermum galeottii,200-299,800-899
Triplaris americana,100-199,1600-1699
Triplaris cumingiana,100-199,3000-3099
Triplaris poeppigiana,1000-1099,1000-1099
Triplaris weigeltiana,100-199,300-399
Trophis racemosa,100-199,800-899
Ulex europaeus,3200-3299,3200-3299
Unonopsis guatterioides,100-199,600-699
Unonopsis pacifica,600-699,600-699
Unonopsis spectabilis,100-199,900-999
Urera baccifera,100-199,2200-2299
Urera caracasana,100-199,2900-2999
Urera lianoides,100-199,1000-1099
Urera simplex,100-199,2000-2099
Vachellia macracantha,600-699,3000-3099
Vallea ecuadorensis,2300-2399,3100-3199
Vallea stipularis,100-199,3900-3999
Varronia cylindrostachya,300-399,2900-2999
Vasconcellea microcarpa,100-199,2600-2699
Vasconcellea pubescens,1700-1799,2800-2899
Vasconcellea quercifolia,1400-1499,1400-1499
Vatairea fusca,N/A,N/A
Vatairea guianensis,100-199,200-299
Verbesina arborea,2600-2699,3700-3799
Verbesina latisquama,2300-2399,3500-3599
Verbesina lloensis,1700-1799,3200-3299
Verbesina nudipes,1500-1599,3400-3499
Vernonanthura patens,100-199,3100-3199
Viburnum ayavacense,1000-1099,2700-2799
Viburnum hallii,1100-1199,3600-3699
Viburnum lasiophyllum,2400-2499,2500-2599
Viburnum pichinchense,1500-1599,3500-3599
Viburnum tinoides,1300-1399,2000-2099
Viburnum toronis,900-999,2400-2499
Viburnum triphyllum,1000-1099,3700-3799
Virola calophylla,100-199,1900-1999
Virola dixonii,200-299,400-499
Virola duckei,100-199,900-999
Virola elongata,100-199,1100-1199
Virola flexuosa,100-199,1000-1099
Virola loretensis,100-199,300-399
Virola macrocarpa,N/A,N/A
Virola mollissima,100-199,200-299
Virola pavonis,100-199,1100-1199
Virola reidii,100-199,1100-1199
Virola sebifera,100-199,2000-2099
Vismia baccifera,100-199,2400-2499
Vismia cayennensis,200-299,2300-2399
Vismia gracilis,100-199,1000-1099
Vismia guianensis,100-199,100-199
Vismia lateriflora,200-299,1800-1899
Vismia lauriformis,100-199,2400-2499
Vismia macrophylla,100-199,1700-1799
Vismia mandurr,300-399,2300-2399
Vismia pozuzoensis,100-199,1000-1099
Vismia sprucei,100-199,1700-1799
Vismia tomentosa,200-299,2600-2699
Vitex cymosa,200-299,900-999
Vitex triflora,100-199,200-299
Vochysia duquei,1300-1399,2000-2099
Vochysia ferruginea,900-999,1000-1099
Vochysia mapirensis,100-199,1400-1499
Warszewiczia coccinea,100-199,2200-2299
Warszewiczia uxpanapensis,300-399,400-499
Weinmannia auriculata,2000-2099,3400-3499
Weinmannia cochensis,1900-1999,3500-3599
Weinmannia elliptica,400-499,3400-3499
Weinmannia fagaroides,1900-1999,3500-3599
Weinmannia haenkeana,2500-2599,2900-2999
Weinmannia latifolia,1300-1399,3200-3299
Weinmannia lentiscifolia,900-999,3000-3099
Weinmannia mariquitae,1700-1799,3900-3999
Weinmannia microphylla,1900-1999,3000-3099
Weinmannia multijuga,900-999,3700-3799
Weinmannia ovata,1100-1199,3100-3199
Weinmannia pinnata,800-899,3500-3599
Weinmannia polyphylla,2400-2499,2800-2899
Weinmannia pubescens,1400-1499,3200-3299
Weinmannia reticulata,1700-1799,3100-3199
Weinmannia rollottii,2300-2399,3500-3599
Weinmannia sorbifolia,900-999,3300-3399
Wettinia fascicularis,1800-1899,1900-1999
Wettinia kalbreyeri,600-699,2000-2099
Wettinia oxycarpa,1100-1199,1100-1199
Wettinia quinaria,200-299,2700-2799
Witheringia coccoloboides,1100-1199,2200-2299
Wittmackanthus stanleyanus,100-199,300-399
Xanthosoma caracu,800-899,1300-1399
Xanthosoma sagittifolium,100-199,2200-2299
Xylopia amazonica,100-199,300-399
Xylopia aromatica,100-199,700-799
Xylopia calophylla,100-199,900-999
Xylopia cuspidata,100-199,1100-1199
Xylopia emarginata,300-399,300-399
Xylopia frutescens,100-199,100-199
Xylopia polyantha,100-199,300-399
Xylopia sericea,100-199,400-499
Zanthoxylum acuminatum,200-299,1400-1499
Zanthoxylum bonifazieae,400-499,500-599
Zanthoxylum fagara,200-299,2500-2599
Zanthoxylum formiciferum,1100-1199,1500-1599
Zanthoxylum melanostictum,1100-1199,3000-3099
Zanthoxylum quinduense,800-899,2600-2699
Zanthoxylum rhoifolium,100-199,2300-2399
Zanthoxylum sprucei,200-299,500-599
Zinowiewia australis,400-499,2100-2199
Zygia lathetica,200-299,400-499
Zygia latifolia,100-199,300-399
Bunchosia argentea,200-299,2200-2299
Bunchosia armeniaca,100-199,2700-2799
Bursera graveolens,100-199,1500-1599
Byrsonima arthropoda,100-199,2300-2399
Byrsonima garcibarrigae,300-399,300-399
Byrsonima poeppigiana,100-199,600-699
Byrsonima stipulacea,100-199,100-199
Cabralea canjerana,100-199,2500-2599
Calatola costaricensis,100-199,2100-2199
Calliandra magdalenae,900-999,900-999
Calophyllum brasiliense,100-199,1600-1699
Calycolpus moritzianus,1000-1099,1600-1699
Calycophyllum spruceanum,100-199,1800-1899
Campomanesia speciosa,200-299,1100-1199
Capirona decorticans,100-199,800-899
Capparidastrum petiolare,400-499,2500-2599
Capparis micracantha,1500-1599,1500-1599
Carapa alticola,1700-1799,1700-1799
Carapa megistocarpa,300-399,1300-1399
Caryocar amygdaliforme,100-199,900-999
Caryocar glabrum,100-199,1100-1199
Caryocar pallidum,300-399,300-399
Caryodaphnopsis fosteri,100-199,300-399
Caryodaphnopsis theobromifolia,100-199,1500-1599
Caryodendron orinocense,100-199,1700-1799
Casearia aculeata,100-199,1200-1299
Casearia arborea,100-199,1800-1899
Casearia arguta,200-299,300-399
Casearia cajambrensis,400-499,1500-1599
Casearia combaymensis,100-199,2000-2099
Casearia decandra,100-199,1700-1799
Casearia fasciculata,100-199,1900-1999
Casearia grandiflora,700-799,1800-1899
Casearia mariquitensis,100-199,2000-2099
Casearia megacarpa,400-499,1200-1299
Casearia obovalis,100-199,1800-1899
Casearia prunifolia,100-199,2100-2199
Casearia quinduensis,1500-1599,2600-2699
Casearia sylvestris,100-199,2800-2899
Casearia tachirensis,1400-1499,2000-2099
Casearia ulmifolia,100-199,1000-1099
Casearia zahlbruckneri,1900-1999,2300-2399
Cassipourea guianensis,100-199,1500-1599
Castilla elastica,100-199,600-699
Castilla tunu,100-199,200-299
Castilla ulei,100-199,400-499
Cathedra acuminata,100-199,1500-1599
Catostemma digitata,N/A,N/A
Catostemma digitatum,N/A,N/A
Cavanillesia hylogeiton,300-399,400-499
Cavanillesia platanifolia,300-399,300-399
Cavendishia bracteata,800-899,3700-3799
Cavendishia pubescens,900-999,1100-1199
Cavendishia zamorensis,1100-1199,2100-2199
Cecropia andina,1500-1599,2700-2799
Cecropia angustifolia,200-299,2600-2699
Cecropia bullata,1800-1899,2000-2099
Cecropia engleriana,100-199,2000-2099
Cecropia gabrielis,1500-1599,1800-1899
Cecropia hispidissima,400-499,1000-1099
Cecropia insignis,100-199,600-699
Cecropia membranacea,100-199,400-499
Cecropia montana,900-999,2100-2199
Cecropia obtusifolia,100-199,1200-1299
Cecropia peltata,100-199,100-199
Cecropia polystachya,600-699,600-699
Cecropia reticulata,100-199,1700-1799
Cecropia sciadophylla,100-199,1300-1399
Cecropia telenitida,1900-1999,2600-2699
Cedrela fissilis,200-299,2200-2299
Cedrela montana,1400-1499,2900-2999
Cedrela odorata,100-199,2800-2899
Cedrelinga cateniformis,100-199,1100-1199
Ceiba insignis,700-799,2400-2499
Ceiba pentandra,100-199,1900-1999
Ceiba samauma,100-199,1000-1099
Ceiba speciosa,1700-1799,3100-3199
Ceiba trischistandra,300-399,2100-2199
Celtis iguanaea,100-199,1800-1899
Celtis loxensis,800-899,1600-1699
Celtis schippii,100-199,800-899
Centronia laurifolia,600-699,2100-2199
Ceroxylon echinulatum,1300-1399,2400-2499
Ceroxylon parvifrons,2100-2199,3900-3999
Ceroxylon vogelianum,1900-1999,2500-2599
Cespedesia spathulata,100-199,2000-2099
Cestrum conglomeratum,1800-1899,2400-2499
Cestrum humboldtii,900-999,3100-3199
Cestrum megalophyllum,100-199,2000-2099
Cestrum peruvianum,600-699,3200-3299
Cestrum petiolare,2900-2999,3200-3299
Cestrum racemosum,200-299,1600-1699
Chamaedorea linearis,100-199,2300-2399
Chamaedorea pinnatifrons,100-199,3100-3199
Cheiloclinium cognatum,100-199,1400-1499
Chimarrhis glabriflora,100-199,1000-1099
Chimarrhis hookeri,100-199,1200-1299
Chlorocardium venenosum,100-199,1200-1299
Chomelia paniculata,400-499,1700-1799
Chomelia polyantha,200-299,200-299
Chomelia spinosa,300-399,1500-1599
Chomelia tenuiflora,100-199,2000-2099
Chrysochlamys bracteolata,200-299,1700-1799
Chrysochlamys colombiana,1900-1999,2400-2499
Chrysochlamys dependens,100-199,2300-2399
Chrysochlamys macrophylla,100-199,2000-2099
Chrysochlamys membranacea,100-199,2400-2499
Chrysochlamys nicaraguensis,1500-1599,1500-1599
Chrysochlamys ulei,100-199,100-199
Chrysochlamys weberbaueri,100-199,1000-1099
Chrysophyllum amazonicum,100-199,1000-1099
Chrysophyllum argenteum,100-199,1200-1299
Chrysophyllum cainito,N/A,N/A
Chrysophyllum colombianum,100-199,900-999
Chrysophyllum lucentifolium,100-199,1100-1199
Chrysophyllum manaosense,100-199,2100-2199
Chrysophyllum prieurii,100-199,500-599
