Species,Min Elevation Bracket,Max Elevation Bracket
Miconia affinis,100-199,1600-1699
Miconia albicans,100-199,2100-2199
Miconia alpina,3300-3399,3700-3799
Miconia alternans,200-299,200-299
Miconia aprica,1000-1099,3400-3499
Miconia aristata,N/A,N/A
Miconia astroplocama,1000-1099,2100-2199
Miconia aulocalyx,200-299,1900-1999
Miconia axinaeoides,600-699,1600-1699
Miconia barbeyana,1900-1999,3000-3099
Miconia biappendiculata,2300-2399,2700-2799
Miconia biglandulosa,400-499,600-699
Miconia brachyanthera,1100-1199,2700-2799
Miconia bracteolata,2700-2799,2900-2999
Miconia brittonii,1400-1499,2700-2799
Miconia calophylla,1600-1699,2200-2299
Miconia calvescens,100-199,2500-2599
Miconia carpishana,2300-2399,2900-2999
Miconia centrodesma,200-299,2500-2599
Miconia chrysophylla,100-199,1600-1699
Miconia clathrantha,2400-2499,2400-2499
Miconia coelestis,1500-1599,3400-3499
Miconia cookii,2300-2399,2700-2799
Miconia crassinervia,N/A,N/A
Miconia crassipes,900-999,2200-2299
Miconia crassistigma,2900-2999,2900-2999
Miconia cretacea,500-599,1500-1599
Miconia decurrens,700-799,700-799
Miconia denticulata,3300-3399,3300-3399
Miconia dodecandra,700-799,1800-1899
Miconia dolichorrhyncha,100-199,2500-2599
Miconia donaeana,1200-1299,1600-1699
Miconia elata,500-599,900-999
Miconia elongata,800-899,3300-3399
Miconia floribunda,1900-1999,3300-3399
Miconia glaucescens,900-999,900-999
Miconia glomerulifera,2500-2599,2600-2699
Miconia ibaguensis,100-199,1200-1299
Miconia incachacana,2400-2499,2500-2599
Miconia juruensis,200-299,200-299
Miconia lamprophylla,300-399,700-799
Miconia lasiocalyx,1100-1199,2700-2799
Miconia lasiostyla,2300-2399,2700-2799
Miconia latifolia,3100-3199,3700-3799
Miconia longifolia,100-199,1800-1899
Miconia madisonii,1600-1699,2700-2799
Miconia matthaei,100-199,1400-1499
Miconia media,3000-3099,3600-3699
Miconia micropetala,1600-1699,3300-3399
Miconia modica,1500-1599,2400-2499
Miconia myriantha,100-199,100-199
Miconia neriifolia,2100-2199,3400-3499
Miconia pavoniana,1900-1999,1900-1999
Miconia plumifera,2000-2099,2800-2899
Miconia poeppigii,100-199,1500-1599
Miconia polychaeta,1700-1799,2700-2799
Miconia prasina,100-199,1300-1399
Miconia pterocaulon,600-699,600-699
Miconia puberula,600-699,800-899
Miconia pulverulenta,3600-3699,3600-3699
Miconia punctata,100-199,2000-2099
Miconia reducens,1700-1799,1800-1899
Miconia rivetii,3000-3099,3300-3399
Miconia saltuensis,2500-2599,3400-3499
Miconia serrulata,200-299,800-899
Miconia setulosa,3000-3099,3900-3999
Miconia spennerostachya,200-299,1900-1999
Miconia splendens,100-199,3800-3899
Miconia subandicola,300-399,2100-2199
Miconia terborghii,2600-2699,2600-2699
Miconia terera,1300-1399,1800-1899
Miconia ternatifolia,200-299,1800-1899
Miconia tetragona,N/A,N/A
Miconia theizans,300-399,3400-3499
Miconia trinervia,200-299,800-899
Miconia weberbaueri,1900-1999,1900-1999
Micropholis egensis,100-199,1100-1199
Micropholis guyanensis,100-199,1600-1699
Micropholis melinoniana,200-299,1100-1199
Micropholis venulosa,200-299,1500-1599
Minquartia guianensis,100-199,1300-1399
Mollinedia boliviensis,1500-1599,1500-1599
Mollinedia killipii,200-299,1200-1299
Mollinedia lanceolata,200-299,2500-2599
Mollinedia ovata,200-299,2400-2499
Mollinedia repanda,300-399,3200-3299
Mollinedia tomentosa,600-699,600-699
Monnina connectisepala,2000-2099,3200-3299
Morella parvifolia,N/A,N/A
Morella pubescens,1500-1599,3700-3799
Morisonia oblongifolia,200-299,300-399
Morus alba,1200-1299,1200-1299
Mouriri nigra,100-199,1100-1199
Mouriri peruviana,200-299,600-699
Moutabea gentryi,N/A,N/A
Muntingia calabura,100-199,1900-1999
Myracrodruon urundeuva,600-699,1100-1199
Myrcia atrorufa,N/A,N/A
Myrcia minutiflora,300-399,500-599
Myrcia mollis,400-499,2700-2799
Myrcia neesiana,500-599,1600-1699
Myrcia paivae,100-199,2400-2499
Myrcia paive,100-199,2400-2499
Myrcia splendens,100-199,3000-3099
Myrcia sylvatica,300-399,2400-2499
Myrcianthes karsteniana,1900-1999,1900-1999
Myrcianthes myrsinoides,2400-2499,2500-2599
Myrcianthes pungens,1100-1199,1100-1199
Myrcianthes rhopaloides,1800-1899,3100-3199
Myriocarpa laevigata,600-699,2500-2599
Myriocarpa stipitata,300-399,2900-2999
Myroxylon balsamum,100-199,1200-1299
Myroxylon peruiferum,600-699,1200-1299
Myrsine andina,2000-2099,3800-3899
Myrsine dependens,1200-1299,3800-3899
Myrsine laetevirens,1900-1999,2500-2599
Myrsine latifolia,700-799,2400-2499
Myrsine oligophylla,1000-1099,2600-2699
Myrsine pellucida,400-499,3500-3599
Myrsine youngii,2700-2799,2900-2999
Naucleopsis concinna,200-299,200-299
Naucleopsis glabra,100-199,700-799
Naucleopsis krukovii,200-299,1200-1299
Naucleopsis naga,200-299,200-299
Naucleopsis ulei,200-299,900-999
Nealchornea yapurensis,200-299,1500-1599
Nectandra acuminata,2400-2499,2400-2499
Nectandra acutifolia,900-999,2900-2999
Nectandra cissiflora,200-299,2600-2699
Nectandra cuspidata,200-299,2300-2399
Nectandra laurel,1200-1299,2600-2699
Nectandra lineata,N/A,N/A
Nectandra lineatifolia,800-899,2400-2499
Nectandra longifolia,100-199,1800-1899
Nectandra membranacea,200-299,3000-3099
Nectandra obtusata,1900-1999,2400-2499
Nectandra olida,600-699,800-899
Nectandra pulverulenta,100-199,1600-1699
Nectandra reticulata,200-299,3500-3599
Nectandra utilis,2000-2099,2000-2099
Nectandra viburnoides,200-299,200-299
Neea amplifolia,N/A,N/A
Neea divaricata,200-299,1100-1199
Neea floribunda,100-199,1500-1599
Neea macrophylla,200-299,1500-1599
Neea ovalifolia,100-199,1900-1999
Neea parviflora,400-499,1200-1299
Neea spruceana,100-199,1200-1299
Neea subpubescens,N/A,N/A
Neea virens,200-299,1000-1099
Norantea guianensis,600-699,700-799
Nordenstamia cajamarcensis,2600-2699,2900-2999
Nordenstamia repanda,2900-2999,3500-3599
Notopleura macrophylla,400-499,2900-2999
Ochroma pyramidale,100-199,3300-3399
Ocotea aciphylla,200-299,2000-2099
Ocotea arnottiana,2600-2699,3000-3099
Ocotea bofo,200-299,1700-1799
Ocotea cernua,100-199,1700-1799
Ocotea costulata,200-299,1900-1999
Ocotea cuneifolia,1600-1699,3500-3599
Ocotea floribunda,200-299,2700-2799
Ocotea glabriflora,2700-2799,3000-3099
Ocotea guianensis,100-199,800-899
Ocotea insularis,500-599,1000-1099
Ocotea javitensis,200-299,2000-2099
Ocotea jelskii,1200-1299,2400-2499
Ocotea karsteniana,2100-2199,2100-2199
Ocotea leucoxylon,500-599,1700-1799
Ocotea longifolia,100-199,1900-1999
Ocotea mandonii,1900-1999,3000-3099
Ocotea oblonga,200-299,1800-1899
Ocotea obovata,200-299,3200-3299
Ocotea olivacea,300-399,1400-1499
Ocotea ovalifolia,500-599,1800-1899
Ocotea pajonalis,2100-2199,3000-3099
Ocotea pedanomischa,2100-2199,3100-3199
Ocotea puberula,500-599,2900-2999
Ocotea tessmannii,400-499,800-899
Oenocarpus bacaba,N/A,N/A
Oenocarpus bataua,100-199,1200-1299
Oenocarpus mapora,100-199,2000-2099
Oenocarpus minor,N/A,N/A
Olmedia aspera,200-299,1700-1799
Oreocallis grandiflora,1500-1599,3400-3499
Oreopanax andreanus,3100-3199,3500-3599
Oreopanax capitatus,700-799,2600-2699
Oreopanax iodophyllus,1500-1599,1500-1599
Oreopanax kuntzei,1500-1599,2900-2999
Oreopanax microflorous,1000-1099,1000-1099
Oreopanax pavonii,2300-2399,2400-2499
Ormosia coarctata,1500-1599,1600-1699
Ossaea micrantha,N/A,N/A
Osteophloeum platyspermum,100-199,1100-1199
Otoba glycycarpa,200-299,1600-1699
Otoba parvifolia,200-299,1700-1799
Ouratea amplifolia,100-199,400-499
Ouratea pendula,300-399,400-499
Ouratea tarapotensis,N/A,N/A
Oxandra espintana,200-299,1100-1199
Oxandra longipetala,N/A,N/A
Oxandra polyantha,200-299,400-499
Palicourea amethystina,2000-2099,3800-3899
Palicourea andrei,2100-2199,2100-2199
Palicourea apicata,2500-2599,2500-2599
Palicourea garciae,2300-2399,2600-2699
Palicourea guianensis,200-299,1900-1999
Palicourea latifolia,1500-1599,2300-2399
Palicourea lineata,1700-1799,3400-3499
Palicourea luteonivea,1000-1099,1700-1799
Palicourea lyristipula,2500-2599,2900-2999
Palicourea obovata,400-499,3600-3699
Palicourea stipularis,1400-1499,2900-2999
Palicourea sulphurea,1500-1599,2900-2999
Palicourea thyrsiflora,900-999,2900-2999
Palicourea tinctoria,500-599,2000-2099
Palicourea weberbaueri,2000-2099,2700-2799
Panopsis mucronata,1500-1599,2300-2399
Panopsis pearcei,1400-1499,2400-2499
Panopsis rubescens,100-199,2400-2499
Panopsis suaveolens,N/A,N/A
Parapiptadenia excelsa,700-799,1200-1299
Parathesis adenanthera,300-399,1700-1799
Parinari occidentalis,200-299,1700-1799
Parinari parilis,500-599,700-799
Paullinia capreolata,200-299,1300-1399
Pausandra trianae,100-199,700-799
Peltogyne paniculata,N/A,N/A
Pentacalia oronocensis,1700-1799,3600-3699
Pentagonia macrophylla,800-899,800-899
Pentagonia williamsii,900-999,900-999
Peperomia elongata,1500-1599,1600-1699
Pera arborea,1100-1199,1100-1199
Pera glabrata,200-299,300-399
Pera tomentosa,200-299,200-299
Perebea angustifolia,100-199,1000-1099
Perebea guianensis,200-299,1600-1699
Perebea humilis,300-399,900-999
Perebea xanthochyma,200-299,1600-1699
Perrottetia gentryi,600-699,2400-2499
Perrottetia sessiliflora,500-599,1600-1699
Persea americana,100-199,3500-3599
Persea areolatocostae,500-599,2700-2799
Persea caerulea,200-299,3300-3399
Persea corymbosa,3100-3199,3400-3499
Persea cuneata,1500-1599,1600-1699
Persea ferruginea,2400-2499,3500-3599
Persea mutisii,3100-3199,3300-3399
Persea nudigemma,1900-1999,1900-1999
Persea pajonalis,2100-2199,3000-3099
Persea peruviana,500-599,1900-1999
Persea pseudofasciculata,500-599,2100-2199
Persea raimondii,N/A,N/A
Persea subcordata,1200-1299,3300-3399
Persea weberbaueri,N/A,N/A
Petrea pubescens,N/A,N/A
Phyllanthus acuminatus,1300-1399,1300-1399
Phyllanthus attenuatus,500-599,1500-1599
Phyllanthus brasiliensis,300-399,300-399
Phyllostylon rhamnoides,600-699,1100-1199
Physocalymma scaberrimum,100-199,1700-1799
Phytolacca dioica,2200-2299,2200-2299
Picramnia latifolia,100-199,900-999
Picramnia sellowii,100-199,2900-2999
Piper adenandrum,300-399,300-399
Axinaea confusa,1000-1099,2100-2199
Axinaea lanceolata,1900-1999,2900-2999
Axinaea pennellii,2900-2999,3200-3299
Axinaea scutigera,2100-2199,3000-3099
Axinaea weberbaueri,N/A,N/A
Baccharis brachylaenoides,1200-1299,3300-3399
Baccharis latifolia,1000-1099,3800-3899
Baccharis oblongifolia,1200-1299,3400-3499
Bactris gasipaes,200-299,1500-1599
Bactris maraja,100-199,700-799
Bactris setulosa,1600-1699,1700-1799
Banara guianensis,100-199,3000-3099
Barnadesia caryophylla,700-799,2000-2099
Bathysa australis,500-599,3300-3399
Batocarpus costaricensis,100-199,1200-1299
Batocarpus orinocensis,400-499,1000-1099
Bauhinia picta,700-799,700-799
Bauhinia tarapotensis,300-399,1000-1099
Beilschmiedia costaricensis,500-599,2400-2499
Beilschmiedia latifolia,1300-1399,3500-3599
Beilschmiedia pendula,700-799,700-799
Beilschmiedia sulcata,N/A,N/A
Beilschmiedia tovarensis,200-299,2900-2999
Bejaria aestuans,700-799,3500-3599
Bejaria resinosa,2700-2799,2700-2799
Bellucia aequiloba,200-299,1500-1599
Bellucia grossularioides,100-199,1000-1099
Bellucia pentamera,100-199,2100-2199
Bertiera angustifolia,400-499,1200-1299
Blakea mexiae,500-599,1200-1299
Blakea multiflora,900-999,2600-2699
Piper aduncum,100-199,2300-2399
Piper amalago,600-699,2000-2099
Piper arboreum,100-199,1400-1499
Piper augustum,200-299,1200-1299
Piper barbatum,2700-2799,2900-2999
Piper calvescentinerve,N/A,N/A
Piper carpunya,800-899,800-899
Piper crassinervium,100-199,2700-2799
Piper heterophyllum,100-199,1200-1299
Piper obliquum,100-199,2200-2299
Piper perareolatum,2400-2499,2400-2499
Piper phytolaccifolium,400-499,400-499
Piper reticulatum,100-199,1000-1099
Piper tuberculatum,100-199,1100-1199
Piper tucumanum,600-699,1300-1399
Piptadenia cuzcoensis,N/A,N/A
Piptadenia robusta,700-799,800-899
Piptocarpha lechleri,400-499,2100-2199
Piptocoma discolor,3400-3499,3400-3499
Pisonia aculeata,200-299,400-499
Pisonia zapallo,600-699,900-999
Pittoniotis rotata,1200-1299,1200-1299
Platymiscium pinnatum,100-199,1500-1599
Platymiscium stipulare,300-399,1000-1099
Platypodium elegans,N/A,N/A
Pleuranthodendron lindenii,500-599,800-899
Pleurothyrium cuneifolium,200-299,2300-2399
Pleurothyrium parviflorum,600-699,700-799
Pleurothyrium poeppigii,200-299,2500-2599
Pleurothyrium trianae,500-599,1900-1999
Plumeria rubra,N/A,N/A
Podocarpus magnifolius,1200-1299,2900-2999
Podocarpus oleifolius,500-599,3500-3599
Poeppigia procera,100-199,300-399
Pogonopus speciosus,700-799,700-799
Pogonopus tubulosus,200-299,2500-2599
Polybotrya polybotryoides,N/A,N/A
Polylepis pauta,2000-2099,3800-3899
Porcelia ponderosa,200-299,1800-1899
Posoqueria coriacea,300-399,3500-3599
Posoqueria latifolia,100-199,2400-2499
Potalia amara,200-299,1100-1199
Poulsenia armata,100-199,1600-1699
Pourouma bicolor,200-299,1600-1699
Pourouma cecropiifolia,100-199,1400-1499
Pourouma cuspidata,1000-1099,1000-1099
Pourouma guianensis,100-199,1700-1799
Pourouma melinonii,200-299,200-299
Pourouma minor,100-199,3100-3199
Pourouma mollis,200-299,1300-1399
Pouteria baehniana,1200-1299,2200-2299
Pouteria bangii,100-199,1100-1199
Pouteria bilocularis,100-199,1800-1899
Pouteria caimito,100-199,1900-1999
Pouteria campanulata,400-499,600-699
Pouteria condorensis,1900-1999,2200-2299
Pouteria cuspidata,200-299,1500-1599
Pouteria durlandii,200-299,1100-1199
Pouteria egregia,N/A,N/A
Pouteria glomerata,100-199,1100-1199
Pouteria juruana,100-199,1200-1299
Pouteria lucuma,1300-1399,2700-2799
Pouteria lucumifolia,200-299,1400-1499
Pouteria macrophylla,200-299,700-799
Pouteria oblanceolata,300-399,900-999
Pouteria reticulata,100-199,1100-1199
Pouteria sapota,N/A,N/A
Pouteria torta,100-199,1700-1799
Pouteria trilocularis,100-199,1500-1599
Pouteria vernicosa,200-299,200-299
Praecereus euchlorus,700-799,1200-1299
Prestoea acuminata,700-799,2500-2599
Prestoea ensiformis,1200-1299,1200-1299
Prionostemma asperum,100-199,400-499
Protium altsonii,300-399,1000-1099
Protium amazonicum,100-199,900-999
Protium apiculatum,200-299,300-399
Protium aracouchini,100-199,900-999
Protium divaricatum,300-399,1500-1599
Protium glabrescens,100-199,2100-2199
Protium guianense,600-699,600-699
Protium hebetatum,400-499,400-499
Protium macrophyllum,800-899,800-899
Protium montanum,1100-1199,2000-2099
Protium opacum,200-299,900-999
Protium rhynchophyllum,100-199,800-899
Protium sagotianum,100-199,400-499
Protium spruceanum,200-299,1500-1599
Protium subserratum,100-199,100-199
Protium tenuifolium,400-499,700-799
Protium unifoliolatum,100-199,1000-1099
Prumnopitys harmsiana,700-799,2600-2699
Prumnopitys montana,1600-1699,2900-2999
Prunus debilis,100-199,2900-2999
Prunus detrita,N/A,N/A
Prunus huantensis,1600-1699,3700-3799
Prunus integrifolia,1300-1399,3300-3399
Prunus pleiantha,900-999,2500-2599
Prunus stipulata,1400-1499,2700-2799
Prunus subcorymbosa,600-699,2400-2499
Prunus urotaenia,2100-2199,2100-2199
Pseudobombax marginatum,200-299,600-699
Pseudobombax septenatum,100-199,1100-1199
Pseudolmedia laevigata,100-199,1600-1699
Pseudolmedia laevis,100-199,1900-1999
Pseudolmedia macrophylla,100-199,1600-1699
Pseudolmedia rigida,100-199,2900-2999
Psidium guineense,200-299,2000-2099
Psychotria ernestii,200-299,1300-1399
Psychotria fortuita,2100-2199,2900-2999
Psychotria micrantha,500-599,900-999
Psychotria montivaga,2500-2599,2600-2699
Psychotria pichisensis,100-199,2100-2199
Psychotria remota,100-199,1500-1599
Pterocarpus officinalis,700-799,700-799
Pterocarpus rohrii,200-299,900-999
Pterogyne nitens,700-799,700-799
Qualea paraensis,100-199,800-899
Quararibea wittii,100-199,900-999
Quiina amazonica,200-299,1500-1599
Quiina cruegeriana,400-499,800-899
Quiina florida,100-199,1400-1499
Quiina macrophylla,N/A,N/A
Quiina obovata,300-399,600-699
Randia armata,100-199,3300-3399
Randia micracantha,3600-3699,3600-3699
Rauvolfia leptophylla,700-799,1600-1699
Rauvolfia sprucei,300-399,2100-2199
Ravenia biramosa,N/A,N/A
Remijia chelomaphylla,300-399,1100-1199
Retrophyllum rospigliosii,800-899,2400-2499
Rhamnidium elaeocarpum,200-299,1200-1299
Rhodostemonodaphne grandis,900-999,900-999
Rhodostemonodaphne kunthiana,200-299,1900-1999
Richeria grandis,400-499,2100-2199
Rinorea guianensis,N/A,N/A
Rinorea lindeniana,100-199,900-999
Rinorea paniculata,200-299,800-899
Rinorea pubiflora,200-299,600-699
Rinorea viridifolia,100-199,1300-1399
Rinoreocarpus ulei,100-199,1100-1199
Ronabea latifolia,300-399,1500-1599
Roucheria columbiana,200-299,400-499
Roucheria laxiflora,1400-1499,1500-1599
Roupala cordifolia,1900-1999,3500-3599
Roupala monosperma,1100-1199,2600-2699
Roupala montana,100-199,2300-2399
Ruagea glabra,600-699,3700-3799
Ruagea hirsuta,2300-2399,3300-3399
Ruagea ovalis,1900-1999,2500-2599
Ruagea pubescens,1600-1699,2400-2499
Ruagea subviridiflora,1700-1799,3300-3399
Ruagea tomentosa,1900-1999,2200-2299
Rudgea ciliata,700-799,2700-2799
Rudgea cornifolia,100-199,1900-1999
Rudgea verticillata,300-399,2500-2599
Ruizodendron ovale,100-199,900-999
Ruprechtia apetala,600-699,1000-1099
Ruprechtia laxiflora,600-699,1100-1199
Ryania spruceana,N/A,N/A
Salacia cordata,200-299,1600-1699
Salacia solimoesensis,N/A,N/A
Sambucus peruviana,900-999,3800-3899
Sapindus saponaria,200-299,2300-2399
Sapium glandulosum,200-299,2500-2599
Sapium laurifolium,300-399,2000-2099
Sapium marmieri,100-199,800-899
Sapium stylare,N/A,N/A
Saracha punctata,1500-1599,4000-4099
Sarcaulus brasiliensis,200-299,1700-1799
Saurauia biserrata,1000-1099,2400-2499
Saurauia formosa,2100-2199,2100-2199
Saurauia laevigata,1800-1899,1800-1899
Saurauia peruviana,1500-1599,2300-2399
Saurauia prainiana,900-999,900-999
Schefflera allocotantha,2900-2999,3000-3099
Schefflera herzogii,1300-1399,2400-2499
Schefflera inambarica,2200-2299,2200-2299
Schinopsis brasiliensis,500-599,1700-1799
Schizocalyx obovatus ,200-299,1500-1599
Schizolobium parahyba,100-199,500-599
Schnella glabra,200-299,1500-1599
Scutia buxifolia,800-899,1200-1299
Sebastiania brasiliensis,600-699,1000-1099
Seguieria americana,300-399,1300-1399
Senegalia polyphylla,100-199,1200-1299
Senegalia riparia,100-199,3000-3099
Senna bacillaris,200-299,200-299
Senna loretensis,700-799,700-799
Senna ruiziana,100-199,1600-1699
Senna silvestris,100-199,900-999
Senna spectabilis,200-299,2900-2999
Sessea dependens,1100-1199,3800-3899
Sideroxylon obtusifolium,500-599,1100-1199
Simaba guianensis,200-299,1100-1199
Simarouba amara,200-299,1900-1999
Simira rubescens,100-199,1100-1199
Siparuna aspera,300-399,2900-2999
Siparuna bifida,100-199,1000-1099
Siparuna cervicornis,200-299,500-599
Siparuna cristata,200-299,900-999
Siparuna decipiens,100-199,1100-1199
Siparuna guianensis,100-199,900-999
Siparuna piloso-lepidota,N/A,N/A
Siparuna thecaphora,100-199,2600-2699
Siparuna tomentosa,700-799,3100-3199
Siphoneugena dussii,1200-1299,2600-2699
Siphoneugena occidentalis,1100-1199,2000-2099
Sisyrinchium micranthum,1300-1399,2300-2399
Sloanea brevipes,200-299,1100-1199
Sloanea eichleri,200-299,1000-1099
Sloanea fragrans,200-299,1300-1399
Sloanea garckeana,200-299,400-499
Sloanea gracilis,200-299,1500-1599
Sloanea guianensis,100-199,1200-1299
Sloanea latifolia,200-299,900-999
Sloanea laxiflora,200-299,200-299
Sloanea meianthera,800-899,800-899
Sloanea multiflora,800-899,800-899
Sloanea obtusifolia,100-199,800-899
Sloanea pubescens,200-299,1500-1599
Sloanea robusta,900-999,1100-1199
Sloanea rufa,200-299,2100-2199
Sloanea sinemariensis,200-299,900-999
Sloanea terniflora,200-299,1000-1099
Sloanea tuerckheimii,200-299,1200-1299
Socratea exorrhiza,100-199,2400-2499
Socratea salazarii,300-399,1200-1299
Solanum anceps,100-199,3000-3099
Solanum aphyodendron,700-799,3000-3099
Solanum arboreum,N/A,N/A
Solanum asperolanatum,1300-1399,3800-3899
Solanum cucullatum,2000-2099,2000-2099
Solanum cutervanum,2800-2899,3800-3899
Solanum hypaleurotrichum,2600-2699,2600-2699
Solanum lepidotum,300-399,800-899
Solanum maturecalvans,1100-1199,3900-3999
Solanum nutans,1000-1099,3800-3899
Solanum pendulum,200-299,2300-2399
Solanum riparium,200-299,2400-2499
Solanum sessile,100-199,2900-2999
Solanum trichoneuron,500-599,2400-2499
Solanum umbellatum,700-799,700-799
Sorocea guilleminiana,200-299,1900-1999
Sorocea pubivena,100-199,1200-1299
Sorocea sprucei,100-199,300-399
Sorocea steinbachii,200-299,2700-2799
Sorocea trophoides,N/A,N/A
Sphaeropteris quindiuensis,800-899,2600-2699
Spirotheca rosea,800-899,2100-2199
Spondias mombin,100-199,100-199
Staphylea occidentalis,100-199,3300-3399
Stenostomum acreanum,300-399,300-399
Sterculia apetala,100-199,1000-1099
Sterculia colombiana,N/A,N/A
Blepharocalyx salicifolius,900-999,2900-2999
Bocconia frutescens,900-999,3300-3399
Bocconia integrifolia,1500-1599,3600-3699
Boehmeria caudata,600-699,2800-2899
Boehmeria ulmifolia,500-599,2800-2899
Bomarea multiflora,3200-3299,3200-3299
Bougainvillea stipitata,600-699,900-999
Brosimum alicastrum,100-199,1900-1999
Brosimum guianense,100-199,1500-1599
Brosimum lactescens,100-199,1400-1499
Brosimum rubescens,200-299,1100-1199
Brosimum utile,100-199,1400-1499
Brunellia boliviana,2400-2499,3300-3399
Brunellia brunnea,2000-2099,2000-2099
Brunellia cuzcoensis,2400-2499,3000-3099
Brunellia dulcis,2000-2099,2900-2999
Brunellia inermis,2100-2199,3300-3399
Brunellia sibundoya,1900-1999,3200-3299
Brunellia stenoptera,500-599,1700-1799
Brunellia weberbaueri,1500-1599,3000-3099
Sterculia frondosa,200-299,1300-1399
Sterculia pruriens,500-599,1000-1099
Sterculia rebeccae,300-399,1600-1699
Sterculia tessmannii,100-199,900-999
Strychnos guianensis,900-999,900-999
Strychnos toxifera,800-899,1000-1099
Stryphnodendron microstachyum,200-299,800-899
Styloceras brokawii,300-399,500-599
Styloceras laurifolium,500-599,3500-3599
Stylogyne ardisioides,100-199,2100-2199
Stylogyne longifolia,200-299,800-899
Styrax foveolaria,2300-2399,3400-3499
Styrax pavonii,1000-1099,3000-3099
Styrax pentlandianus,1500-1599,2900-2999
Styrax vilcabambae,2300-2399,3000-3099
Swartzia amplifolia,N/A,N/A
Swartzia myrtifolia,100-199,1500-1599
Swartzia oraria,100-199,100-199
Swartzia simplex,200-299,1500-1599
Swietenia macrophylla,200-299,900-999
Symphonia globulifera,100-199,1500-1599
Symplocos andicola,2100-2199,3100-3199
Symplocos apiciflora,2100-2199,3000-3099
Symplocos arechea,500-599,2100-2199
Symplocos baehnii,1600-1699,3800-3899
Symplocos bogotensis,1900-1999,3000-3099
Symplocos coriacea,2100-2199,3400-3499
Symplocos fimbriata,2500-2599,3800-3899
Symplocos fuliginosa,1500-1599,2300-2399
Symplocos peruviana,2400-2499,2400-2499
Symplocos psiloclada,2800-2899,3800-3899
Symplocos quitensis,2500-2599,3600-3699
Symplocos reflexa,2600-2699,2600-2699
Tabernaemontana cymosa,100-199,1600-1699
Tabernaemontana markgrafiana,300-399,300-399
Tabernaemontana sananho,200-299,1200-1299
Tachia parviflora,600-699,1500-1599
Tachigali alba,200-299,1500-1599
Tachigali chrysaloides,100-199,400-499
Tachigali peruviana,600-699,800-899
Tachigali setifera,200-299,1600-1699
Talisia cerasina,100-199,1100-1199
Talisia hexaphylla,200-299,1200-1299
Talisia macrophylla,900-999,900-999
Talisia nervosa,1000-1099,1000-1099
Talisia obovata,300-399,300-399
Tapirira guianensis,100-199,2100-2199
Tapirira obtusa,200-299,1700-1799
Tapirira rubrinervis,300-399,1800-1899
Tapura peruviana,300-399,900-999
Terminalia amazonia,100-199,1100-1199
Terminalia oblonga,100-199,1400-1499
Terminalia tetraphylla,400-499,1600-1699
Terminalia triflora,600-699,1200-1299
Terminalia valverdeae,N/A,N/A
Ternstroemia brachypoda,2700-2799,2700-2799
Ternstroemia globiflora,2100-2199,2100-2199
Ternstroemia jelskii,900-999,2600-2699
Ternstroemia meridionalis,2700-2799,2900-2999
Ternstroemia polyandra,1900-1999,2500-2599
Tessaria integrifolia,100-199,2400-2499
Tetragastris altissima,100-199,1000-1099
Tetragastris panamensis,100-199,1200-1299
Tetrathylacium macrophyllum,200-299,1500-1599
Tetrorchidium andinum,1900-1999,2100-2199
Tetrorchidium macrophyllum,400-499,1200-1299
Tetrorchidium rubrivenium,300-399,2400-2499
Theobroma bicolor,N/A,N/A
Theobroma cacao,100-199,1000-1099
Theobroma glaucum,N/A,N/A
Theobroma speciosum,100-199,200-299
Theobroma subincanum,100-199,1200-1299
Toulicia reticulata,200-299,900-999
Tournefortia cuspidata,200-299,700-799
Tournefortia scabrida,3200-3299,3200-3299
Tovomita carinata,N/A,N/A
Tovomita stylosa,800-899,800-899
Toxicodendron striatum,700-799,2600-2699
Trattinnickia aspera,200-299,400-499
Trattinnickia burserifolia,100-199,100-199
Trema integerrima,N/A,N/A
Trema micrantha,100-199,2900-2999
Trichilia cipo,700-799,700-799
Trichilia claussenii,500-599,1700-1799
Trichilia elegans,100-199,2100-2199
Trichilia hirta,400-499,2100-2199
Trichilia inaequilatera,200-299,1600-1699
Trichilia martiana,N/A,N/A
Trichilia maynasiana,200-299,800-899
Trichilia micrantha,100-199,1000-1099
Trichilia pallida,100-199,2000-2099
Trichilia pleeana,100-199,1300-1399
Trichilia poeppigii,200-299,1100-1199
Trichilia quadrijuga,100-199,1100-1199
Trichilia rubra,100-199,1300-1399
Trichilia schomburgkii,300-399,300-399
Trichilia septentrionalis,200-299,1500-1599
Triplaris americana,100-199,1300-1399
Triplaris cumingiana,N/A,N/A
Triplaris poeppigiana,100-199,1100-1199
Triplaris setosa,300-399,800-899
Trophis racemosa,N/A,N/A
Ulex europaeus,3000-3099,3000-3099
Unonopsis guatterioides,100-199,600-699
Unonopsis spectabilis,400-499,500-599
Urera baccifera,100-199,2600-2699
Urera caracasana,200-299,2500-2599
Urera lianoides,200-299,1900-1999
Urera simplex,100-199,1900-1999
Vachellia macracantha,800-899,2100-2199
Vallea ecuadorensis,2900-2999,3400-3499
Vallea stipularis,1700-1799,3800-3899
Varronia cylindrostachya,1500-1599,2900-2999
Vasconcellea microcarpa,200-299,1900-1999
Vasconcellea pubescens,2900-2999,2900-2999
Vasconcellea quercifolia,900-999,1600-1699
Vatairea fusca,100-199,1000-1099
Vernonanthura patens,100-199,2900-2999
