Species,Min Elevation Bracket,Max Elevation Bracket
Lecointea amazonica,N/A,N/A
Lecythis ampla,800-899,800-899
Lecythis minor,900-999,900-999
Lecythis tuyrana,500-599,500-599
Leonia crassa,200-299,700-799
Leonia glycycarpa,100-199,900-999
Leonia occidentalis,N/A,N/A
Leonia triandra,100-199,700-799
Leucaena trichodes,N/A,N/A
Licania canescens,100-199,200-299
Licania harlingii,700-799,700-799
Licania hypoleuca,100-199,300-399
Licania incana,700-799,1400-1499
Licania micrantha,100-199,700-799
Licania octandra,400-499,400-499
Licaria applanata,800-899,1900-1999
Licaria canella,300-399,800-899
Licaria cannella,300-399,800-899
Licaria triandra,800-899,800-899
Ligustrum lucidum,2500-2599,2500-2599
Lindackeria laurina,800-899,800-899
Lindackeria paludosa,100-199,900-999
Lippia americana,800-899,800-899
Lippia hirsuta,2100-2199,2800-2899
Lonchocarpus macrophyllus,N/A,N/A
Lonchocarpus sericeus,800-899,1200-1299
Lozanella enantiophylla,2300-2399,3400-3499
Lozania mutisiana,500-599,2500-2599
Luehea seemannii,200-299,1200-1299
Lunania parviflora,700-799,700-799
Lycianthes inaequilatera,800-899,2100-2199
Lycianthes pauciflora,100-199,1600-1699
Mabea occidentalis,100-199,1600-1699
Mabea trianae,100-199,400-499
Machaerium biovulatum,N/A,N/A
Machaerium capote,300-399,1000-1099
Machaerium floribundum,300-399,700-799
Machaerium hirtum,N/A,N/A
Machaerium mutisii,N/A,N/A
Macleania rupestris,2200-2299,3900-3999
Maclura tinctoria,200-299,1400-1499
Macrocarpaea glabra,2200-2299,3600-3699
Macrocarpaea macrophylla,1500-1599,3100-3199
Macrocnemum grandiflorum,N/A,N/A
Macrocnemum roseum,800-899,1100-1199
Macrolobium colombianum,400-499,2000-2099
Macrolobium gracile,100-199,700-799
Macrolobium limbatum,300-399,300-399
Magnolia gilbertoi,1800-1899,2200-2299
Magnolia mashpi,N/A,N/A
Malpighia glabra,200-299,1100-1199
Manilkara bidentata,100-199,200-299
Maprounea guianensis,100-199,800-899
Maquira calophylla,100-199,800-899
Maquira guianensis,200-299,500-599
Marcgraviastrum macrocarpum,1600-1699,1800-1899
Margaritaria nobilis,200-299,900-999
Marila laxiflora,200-299,1400-1499
Marila podantha,100-199,700-799
Matayba adenanthera,N/A,N/A
Matayba arborescens,100-199,800-899
Matayba camptoneura,N/A,N/A
Matayba elegans,200-299,200-299
Matayba guianensis,100-199,800-899
Matayba peruviana,500-599,1300-1399
Matayba purgans,200-299,700-799
Matayba scrobiculata,100-199,300-399
Matisia castano,500-599,1100-1199
Matisia coloradorum,800-899,900-999
Matisia cornu-copiae,700-799,1400-1499
Matisia floccosa,500-599,1400-1499
Matisia giacomettoi,100-199,800-899
Matisia idroboi,700-799,1900-1999
Matisia malacocalyx,100-199,1600-1699
Matudaea colombiana,N/A,N/A
Mauria ferruginea,2400-2499,2400-2499
Mauria heterophylla,300-399,2500-2599
Mauria simplicifolia,800-899,2900-2999
Mauritia flexuosa,100-199,400-499
Mayna grandifolia,N/A,N/A
Mayna odorata,100-199,1000-1099
Mayna suaveolens,500-599,500-599
Maytenus verticillata,2200-2299,3200-3299
Melicoccus bijugatus,400-499,900-999
Melicoccus oliviformis,300-399,300-399
Meliosma bogotana,1900-1999,2700-2799
Meliosma boliviensis,N/A,N/A
Meliosma echeverryana,N/A,N/A
Meliosma frondosa,1700-1799,3300-3399
Meliosma glabrata,N/A,N/A
Meliosma glossophylla,N/A,N/A
Meliosma herbertii,600-699,600-699
Meliosma occidentalis,500-599,2000-2099
Meliosma peytonii,2100-2199,2100-2199
Annona edulis,200-299,1000-1099
Annona hypoglauca,100-199,100-199
Annona jahnii,600-699,600-699
Annona montana,200-299,200-299
Annona mucosa,200-299,1400-1499
Annona muricata,200-299,1500-1599
Annona papilionella,200-299,1800-1899
Annona quinduensis,700-799,2400-2499
Annona rensoniana,900-999,1400-1499
Anthodiscus klugii,300-399,300-399
Aparisthmium cordatum,100-199,1500-1599
Apeiba glabra,100-199,1000-1099
Apeiba membranacea,100-199,900-999
Apeiba tibourbou,200-299,400-499
Aphelandra acanthus,700-799,3000-3099
Aphelandra glabrata,300-399,1100-1199
Aphelandra pulcherrima,300-399,1100-1199
Aphelandra runcinata,1300-1399,2600-2699
Aptandra tubicina,N/A,N/A
Arachnothryx colombiana,2000-2099,2300-2399
Aralia excelsa,N/A,N/A
Ardisia foetida,200-299,2600-2699
Ardisia guianensis,100-199,2000-2099
Aspidosperma cruentum,1600-1699,1600-1699
Aspidosperma cuspa,300-399,900-999
Aspidosperma desmanthum,100-199,1300-1399
Aspidosperma excelsum,100-199,800-899
Aspidosperma macrocarpon,N/A,N/A
Aspidosperma megalocarpon,300-399,1400-1499
Aspidosperma polyneuron,300-399,300-399
Aspidosperma schultesii,100-199,600-699
Aspidosperma spruceanum,100-199,1500-1599
Asplundia schizotepala,N/A,N/A
Astronium graveolens,200-299,700-799
Astronium lecointei,N/A,N/A
Meliosma schlimii,N/A,N/A
Meliosma vasquezii,700-799,700-799
Meliosma violacea,800-899,2600-2699
Meriania brachycera,2000-2099,3300-3399
Meriania grandidens,2000-2099,2000-2099
Meriania longifolia,700-799,2000-2099
Meriania maxima,1300-1399,2600-2699
Meriania mutisii,2700-2799,2800-2899
Meriania nobilis,2500-2599,2600-2699
Meriania pichinchensis,2000-2099,2000-2099
Meriania quintuplinervis,2100-2199,2100-2199
Meriania rigida,N/A,N/A
Meriania tomentosa,1400-1499,3100-3199
Miconia acutifolia,N/A,N/A
Miconia affinis,200-299,1900-1999
Miconia albicans,100-199,1800-1899
Miconia alpina,N/A,N/A
Miconia alternans,500-599,800-899
Miconia aponeura,300-399,1200-1299
Miconia aristata,1100-1199,1200-1299
Miconia asperrima,2000-2099,2800-2899
Miconia astroplocama,300-399,300-399
Miconia aulocalyx,300-399,700-799
Miconia biappendiculata,2500-2599,3200-3299
Miconia biglandulosa,200-299,800-899
Miconia brachycalyx,300-399,1900-1999
Miconia bracteata,1000-1099,1000-1099
Miconia bracteolata,3100-3199,3500-3599
Miconia brevitheca,500-599,3500-3599
Miconia caesia,N/A,N/A
Miconia calophylla,N/A,N/A
Miconia calvescens,400-499,1400-1499
Miconia caudata,400-499,2300-2399
Miconia centrodesma,200-299,1400-1499
Miconia chlorocarpa,3000-3099,3800-3899
Miconia chrysophylla,200-299,600-699
Miconia cladonia,2100-2199,3900-3999
Miconia clathrantha,1400-1499,2100-2199
Miconia corymbiformis,3100-3199,3700-3799
Miconia costaricensis,1900-1999,2100-2199
Miconia crassinervia,400-499,400-499
Miconia cundinamarcensis,2500-2599,3200-3299
Miconia dapsiliflora,1600-1699,1600-1699
Miconia decurrens,300-399,1300-1399
Miconia denticulata,2000-2099,2900-2999
Miconia divergens,1800-1899,1800-1899
Miconia dodecandra,500-599,2000-2099
Miconia dolichopoda,1800-1899,3100-3199
Miconia dolichorrhyncha,100-199,2600-2699
Miconia donaeana,500-599,500-599
Miconia elata,100-199,3500-3599
Miconia explicita,500-599,800-899
Miconia ferruginea,N/A,N/A
Miconia floribunda,1400-1499,2800-2899
Miconia fragrans,1200-1299,1200-1299
Miconia glaucescens,700-799,700-799
Miconia goniostigma,200-299,2000-2099
Miconia gracilis,200-299,2000-2099
Miconia ibaguensis,500-599,500-599
Miconia jahnii,3000-3099,3600-3699
Miconia juruensis,N/A,N/A
Miconia laetivirens,1800-1899,1800-1899
Miconia lamprophylla,100-199,700-799
Miconia lasiocalyx,2000-2099,2300-2399
Miconia latifolia,700-799,3900-3999
Miconia lehmannii,800-899,3900-3999
Miconia ligustrina,2200-2299,3700-3799
Miconia lonchophylla,700-799,2700-2799
Miconia longifolia,300-399,1200-1299
Miconia matthaei,800-899,800-899
Miconia media,N/A,N/A
Miconia micropetala,N/A,N/A
Miconia minutiflora,100-199,1400-1499
Miconia mirabilis,800-899,1300-1399
Miconia multiplinervia,900-999,2100-2199
Miconia myriantha,600-699,800-899
Miconia myrtillifolia,2400-2499,3300-3399
Miconia notabilis,1400-1499,2400-2499
Miconia ochracea,700-799,3500-3599
Miconia orcheotoma,3100-3199,3300-3399
Miconia orescia,900-999,3500-3599
Miconia plena,N/A,N/A
Miconia poeppigii,100-199,700-799
Miconia prasina,100-199,3500-3599
Miconia pterocaulon,200-299,1400-1499
Miconia punctata,100-199,1900-1999
Miconia pustulata,1900-1999,3100-3199
Miconia quintuplinervia,N/A,N/A
Miconia reducens,200-299,1600-1699
Miconia resima,1800-1899,2700-2799
Miconia rivetii,1300-1399,2500-2599
Miconia rupticalyx,N/A,N/A
Miconia serrulata,100-199,1400-1499
Miconia smaragdina,400-499,2400-2499
Miconia smithii,N/A,N/A
Miconia spicellata,300-399,1000-1099
Miconia splendens,100-199,1400-1499
Miconia superposita,2600-2699,2600-2699
Miconia ternatifolia,500-599,500-599
Miconia theizans,200-299,3500-3599
Miconia tinifolia,2400-2499,3600-3699
Miconia tonduzii,N/A,N/A
Miconia trinervia,100-199,1800-1899
Miconia wurdackii,2000-2099,3100-3199
Micropholis egensis,300-399,300-399
Micropholis grandiflora,N/A,N/A
Micropholis guyanensis,100-199,1400-1499
Micropholis melinoniana,300-399,600-699
Micropholis venulosa,100-199,1400-1499
Minquartia guianensis,100-199,1200-1299
Mollinedia killipii,700-799,1000-1099
Mollinedia lanceolata,N/A,N/A
Mollinedia ovata,600-699,1700-1799
Mollinedia tomentosa,800-899,2100-2199
Monnina aestuans,1400-1499,3900-3999
Monnina pseudopilosa,2400-2499,3200-3299
Morella parvifolia,1600-1699,3800-3899
Morella pubescens,1200-1299,3600-3699
Morisonia americana,N/A,N/A
Morus alba,2500-2599,2500-2599
Mouriri nigra,100-199,300-399
Muntingia calabura,300-399,3500-3599
Myrcia cucullata,N/A,N/A
Myrcia egensis,N/A,N/A
Myrcia mollis,N/A,N/A
Myrcia neesiana,1600-1699,2200-2299
Myrcia paivae,100-199,3500-3599
Myrcia paive,100-199,3500-3599
Myrcia popayanensis,700-799,2500-2599
Myrcia splendens,100-199,2100-2199
Myrcia sylvatica,100-199,1400-1499
Myrcianthes alaternifolia,2500-2599,2800-2899
Myrcianthes karsteniana,N/A,N/A
Myrcianthes myrsinoides,2700-2799,2700-2799
Myrcianthes orthostemon,1900-1999,2800-2899
Myrcianthes rhopaloides,1700-1799,3200-3299
Myriocarpa stipitata,700-799,2100-2199
Myroxylon balsamum,1000-1099,1400-1499
Myroxylon peruiferum,N/A,N/A
Myrsine andina,2500-2599,3900-3999
Myrsine coriacea,800-899,3500-3599
Myrsine dependens,1400-1499,3900-3999
Myrsine guianensis,200-299,3500-3599
Myrsine latifolia,700-799,2700-2799
Myrsine oligophylla,N/A,N/A
Myrsine pellucida,1100-1199,3700-3799
Myrsine pellucidopunctata,N/A,N/A
Naucleopsis capirensis,700-799,2000-2099
Naucleopsis chiguila,700-799,700-799
Naucleopsis concinna,N/A,N/A
Naucleopsis glabra,200-299,1900-1999
Naucleopsis krukovii,200-299,200-299
Naucleopsis naga,800-899,1900-1999
Naucleopsis ulei,100-199,600-699
Nealchornea yapurensis,300-399,700-799
Nectandra acuminata,300-399,300-399
Nectandra acutifolia,700-799,2300-2399
Nectandra cissiflora,800-899,800-899
Nectandra cuspidata,100-199,800-899
Nectandra discolor,N/A,N/A
Nectandra laurel,1300-1399,2800-2899
Nectandra lineata,1000-1099,2300-2399
Nectandra lineatifolia,1400-1499,1900-1999
Nectandra longifolia,1400-1499,1400-1499
Nectandra membranacea,200-299,2100-2199
Nectandra obtusata,1300-1399,2600-2699
Nectandra reticulata,300-399,2500-2599
Neea divaricata,100-199,1900-1999
Neea floribunda,100-199,1400-1499
Neea macrophylla,200-299,800-899
Neea ovalifolia,100-199,800-899
Neea parviflora,300-399,1100-1199
Neea spruceana,100-199,800-899
Neea virens,700-799,700-799
Norantea guianensis,100-199,1900-1999
Notopleura macrophylla,100-199,2800-2899
Notopleura siggersiana,1400-1499,2100-2199
Ochroma pyramidale,200-299,1900-1999
Ocotea aciphylla,100-199,1400-1499
Ocotea arnottiana,N/A,N/A
Ocotea benthamiana,2600-2699,2600-2699
Ocotea bofo,300-399,800-899
Ocotea cernua,100-199,1300-1399
Ocotea costulata,300-399,600-699
Ocotea cuneifolia,1400-1499,2000-2099
Ocotea floccifera,700-799,1800-1899
Ocotea floribunda,100-199,2800-2899
Ocotea guianensis,300-399,3400-3499
Ocotea infrafoveolata,3100-3199,3600-3699
Ocotea insularis,100-199,2100-2199
Ocotea javitensis,100-199,700-799
Ocotea jelskii,N/A,N/A
Ocotea karsteniana,1900-1999,2600-2699
Ocotea leucoxylon,100-199,1800-1899
Ocotea longifolia,100-199,1400-1499
Ocotea macropoda,N/A,N/A
Ocotea micans,2100-2199,2100-2199
Ocotea multinervis,N/A,N/A
Ocotea oblonga,200-299,1900-1999
Ocotea olivacea,N/A,N/A
Ocotea oreophila,3100-3199,3100-3199
Ocotea pacifica,700-799,700-799
Ocotea pichinchensis,1200-1299,1200-1299
Ocotea puberula,1800-1899,1900-1999
Ocotea rufa,N/A,N/A
Ocotea rugosa,2000-2099,2200-2299
Ocotea sericea,2700-2799,3900-3999
Ocotea smithiana,1800-1899,2900-2999
Ocotea tessmannii,1600-1699,1900-1999
Oenocarpus bacaba,200-299,300-399
Oenocarpus bataua,100-199,900-999
Oenocarpus mapora,200-299,3000-3099
Oenocarpus minor,100-199,500-599
Olmedia aspera,200-299,3200-3299
Oreocallis grandiflora,N/A,N/A
Oreopanax albanensis,1900-1999,1900-1999
Oreopanax bogotensis,2200-2299,3600-3699
Oreopanax capitatus,1400-1499,2300-2399
Oreopanax discolor,2800-2899,3800-3899
Oreopanax ecuadorensis,2500-2599,3500-3599
Oreopanax grandifolius,1400-1499,1400-1499
Oreopanax incisus,1300-1399,3500-3599
Oreopanax palamophyllus,2500-2599,3000-3099
Oreopanax seemannianus,2800-2899,4000-4099
Ormosia coarctata,200-299,800-899
Orthaea glandulifera,N/A,N/A
Ossaea micrantha,500-599,2200-2299
Osteophloeum platyspermum,100-199,800-899
Otoba glycycarpa,400-499,1000-1099
Otoba gordoniifolia,500-599,1900-1999
Otoba novogranatensis,200-299,1800-1899
Otoba parvifolia,200-299,1400-1499
Ouratea amplifolia,700-799,700-799
Ouratea pendula,N/A,N/A
Oxandra espintana,300-399,1000-1099
Oxandra panamensis,N/A,N/A
Oxandra polyantha,N/A,N/A
Palicourea acanthacea,100-199,800-899
Palicourea acetosoides,1200-1299,2500-2599
Palicourea amethystina,1000-1099,3700-3799
Palicourea andaluciana,1900-1999,1900-1999
Palicourea andrei,1900-1999,2800-2899
Palicourea angustifolia,1100-1199,3200-3299
Palicourea apicata,1900-1999,3800-3899
Palicourea calophlebia,1400-1499,2200-2299
Palicourea cogolloi,1900-1999,2700-2799
Palicourea demissa,700-799,3400-3499
Palicourea garciae,700-799,3900-3999
Palicourea guianensis,100-199,3500-3599
Palicourea latifolia,1400-1499,1500-1599
Palicourea leuconeura,N/A,N/A
Palicourea lineata,2000-2099,3500-3599
Palicourea luteonivea,1400-1499,2200-2299
Palicourea lyristipula,700-799,2800-2899
Palicourea obovata,600-699,600-699
Palicourea palenquensis,200-299,2000-2099
Palicourea perquadrangularis,1200-1299,2100-2199
Palicourea pyramidalis,500-599,2300-2399
Palicourea rigidifolia,N/A,N/A
Palicourea sodiroi,900-999,2000-2099
Palicourea stipularis,800-899,3500-3599
Palicourea subscandens,1600-1699,1600-1699
Palicourea sulphurea,1800-1899,3100-3199
Palicourea thyrsiflora,600-699,2800-2899
Palicourea tinctoria,1400-1499,1600-1699
Palicourea weberbaueri,1800-1899,3600-3699
Panopsis megistosperma,500-599,1100-1199
Panopsis metcalfii,2600-2699,2600-2699
Panopsis mucronata,N/A,N/A
Panopsis pearcei,N/A,N/A
Panopsis polystachya,800-899,2900-2999
Panopsis rubescens,100-199,1400-1499
Panopsis suaveolens,2400-2499,2700-2799
Panopsis yolombo,N/A,N/A
Parathesis adenanthera,1800-1899,1900-1999
Parinari chocoensis,N/A,N/A
Parinari pachyphylla,N/A,N/A
Parinari parilis,N/A,N/A
Passiflora arborea,1200-1299,3500-3599
Passiflora macrophylla,100-199,1400-1499
Paullinia capreolata,200-299,1400-1499
Pausandra trianae,200-299,500-599
Peltogyne paniculata,100-199,100-199
Pentacalia disciformis,2200-2299,3400-3499
Pentacalia oronocensis,3300-3399,3300-3399
Pentacalia theifolia,2500-2599,3500-3599
Pentagonia clementinensis,N/A,N/A
Pentagonia grandiflora,100-199,1300-1399
Pentagonia macrophylla,100-199,1300-1399
Pentagonia williamsii,N/A,N/A
Peperomia elongata,100-199,700-799
Pera arborea,200-299,1400-1499
Pera glabrata,100-199,700-799
Pera tomentosa,100-199,300-399
Perebea angustifolia,100-199,1800-1899
Perebea guianensis,200-299,1300-1399
Perebea humilis,N/A,N/A
Perebea xanthochyma,100-199,1800-1899
Perissocarpa steyermarkii,800-899,800-899
Perrottetia sessiliflora,500-599,500-599
Persea americana,600-699,2500-2599
Persea areolatocostae,200-299,2000-2099
Persea caerulea,400-499,2100-2199
Persea chrysophylla,N/A,N/A
Persea cuneata,1900-1999,2200-2299
Persea fendleri,N/A,N/A
Persea ferruginea,3200-3299,3300-3399
Persea mutisii,1400-1499,3200-3299
Persea nudigemma,1400-1499,1400-1499
Persea peruviana,N/A,N/A
Persea povedae,500-599,500-599
Persea pseudofasciculata,700-799,1200-1299
Persea rigens,1400-1499,1900-1999
Persea sericea,N/A,N/A
Persea subcordata,2000-2099,2300-2399
Petrea pubescens,700-799,1100-1199
Phenakospermum guyannense,N/A,N/A
Pholidostachys dactyloides,100-199,900-999
Phyllanthus acuminatus,300-399,1100-1199
Phyllanthus attenuatus,100-199,1800-1899
Phyllanthus brasiliensis,100-199,300-399
Phytelephas aequatorialis,N/A,N/A
Phytolacca dioica,1800-1899,2100-2199
Picramnia latifolia,300-399,400-499
Picramnia sellowii,100-199,1500-1599
Picrolemma huberi,N/A,N/A
Pinus patula,2500-2599,2800-2899
Axinaea colombiana,3400-3499,3500-3599
Axinaea lehmannii,1200-1299,2900-2999
Axinaea macrophylla,2100-2199,3500-3599
Axinaea quitensis,3000-3099,3300-3399
Axinaea scutigera,2800-2899,2800-2899
Baccharis brachylaenoides,700-799,2900-2999
Baccharis latifolia,700-799,3800-3899
Baccharis oblongifolia,1700-1799,3500-3599
Bactris gasipaes,200-299,1300-1399
Bactris maraja,100-199,700-799
Bactris setulosa,700-799,1400-1499
Banara glauca,800-899,2000-2099
Banara guianensis,200-299,1900-1999
Banara ibaguensis,400-499,400-499
Banara regia,1400-1499,1400-1499
Barnadesia parviflora,1100-1199,3300-3399
Bathysa obovata,N/A,N/A
Batocarpus orinocensis,300-399,800-899
Bauhinia picta,300-399,1200-1299
Bauhinia tarapotensis,200-299,800-899
Beilschmiedia alloiophylla,500-599,800-899
Beilschmiedia costaricensis,800-899,2700-2799
Beilschmiedia pendula,N/A,N/A
Beilschmiedia sulcata,1600-1699,2500-2599
Beilschmiedia tovarensis,1300-1399,2200-2299
Bejaria aestuans,100-199,3500-3599
Bejaria resinosa,1900-1999,3600-3699
Bellucia grossularioides,100-199,2000-2099
Bellucia pentamera,100-199,1200-1299
Bertiera angustifolia,300-399,800-899
Besleria formosa,700-799,2800-2899
Billia rosea,300-399,3900-3999
Blakea cuatrecasii,1400-1499,2000-2099
Blakea eriocalyx,800-899,2200-2299
Blakea holtonii,2700-2799,2700-2799
Blakea multiflora,N/A,N/A
Piper aduncum,100-199,2300-2399
Piper amalago,700-799,1000-1099
Piper andreanum,N/A,N/A
Piper arboreum,100-199,1500-1599
Piper archeri,1800-1899,2700-2799
Piper artanthe,1800-1899,2900-2999
Piper augustum,200-299,2400-2499
Piper barbatum,2200-2299,3300-3399
Piper boquianum,1800-1899,1800-1899
Piper carpunya,1000-1099,2100-2199
Piper cernuum,200-299,1800-1899
Piper crassinervium,200-299,2200-2299
Piper daniel-gonzalezii,N/A,N/A
Piper divulgatum,N/A,N/A
Piper ecuadorense,N/A,N/A
Piper glanduligerum,1500-1599,2200-2299
Piper gorgonillense,100-199,700-799
Piper grande,1500-1599,2200-2299
Piper hylophilum,300-399,300-399
Piper imperiale,700-799,1800-1899
Piper lacunosum,700-799,3200-3299
Piper longispicum,1800-1899,2000-2099
Piper marequitense,1200-1299,1800-1899
Piper nubigenum,800-899,3300-3399
Piper obliquum,200-299,2200-2299
Piper perareolatum,N/A,N/A
Piper phytolaccifolium,300-399,1300-1399
Piper reticulatum,300-399,400-499
Piper scobinifolium,N/A,N/A
Piper tuberculatum,200-299,1000-1099
Piptocoma discolor,200-299,1800-1899
Pisonia aculeata,500-599,1100-1199
Pithecellobium dulce,300-399,1400-1499
Platymiscium hebestachyum,N/A,N/A
Platymiscium pinnatum,200-299,900-999
Platymiscium stipulare,700-799,700-799
Platypodium elegans,300-399,300-399
Pleuranthodendron lindenii,100-199,700-799
Pleurothyrium cuneifolium,N/A,N/A
Pleurothyrium glabrifolium,N/A,N/A
Pleurothyrium glabritepalum,N/A,N/A
Pleurothyrium parviflorum,N/A,N/A
Pleurothyrium poeppigii,800-899,800-899
Pleurothyrium trianae,700-799,800-899
Plumeria rubra,1800-1899,1800-1899
Podocarpus guatemalensis,1800-1899,1800-1899
Podocarpus magnifolius,1300-1399,1900-1999
Podocarpus oleifolius,700-799,3500-3599
Poeppigia procera,N/A,N/A
Polybotrya polybotryoides,500-599,1500-1599
Polylepis pauta,3600-3699,3900-3999
Posoqueria chocoana,500-599,800-899
Posoqueria coriacea,100-199,2200-2299
Posoqueria latifolia,100-199,2500-2599
Potalia amara,100-199,700-799
Poulsenia armata,100-199,1800-1899
Pourouma bicolor,100-199,1100-1199
Pourouma cecropiifolia,100-199,1400-1499
Pourouma cuspidata,N/A,N/A
Pourouma guianensis,200-299,1400-1499
Pourouma hirsutipetiolata,500-599,500-599
Pourouma melinonii,700-799,700-799
Pourouma minor,200-299,1000-1099
Pourouma mollis,500-599,500-599
Pouteria baehniana,300-399,1800-1899
Pouteria bangii,100-199,300-399
Pouteria bilocularis,300-399,1100-1199
Pouteria buenaventurensis,300-399,1800-1899
Pouteria caimito,100-199,1200-1299
Pouteria campanulata,800-899,800-899
Pouteria cuspidata,100-199,1500-1599
Pouteria durlandii,N/A,N/A
Pouteria egregia,N/A,N/A
Pouteria gigantea,N/A,N/A
Pouteria glomerata,600-699,800-899
Pouteria guianensis,N/A,N/A
Pouteria juruana,N/A,N/A
Pouteria lucuma,600-699,2200-2299
Pouteria macrocarpa,N/A,N/A
Pouteria macrophylla,N/A,N/A
Pouteria multiflora,200-299,1800-1899
Pouteria oblanceolata,400-499,400-499
Pouteria reticulata,100-199,700-799
Pouteria sapota,N/A,N/A
Pouteria subrotata,N/A,N/A
Pouteria torta,500-599,4000-4099
Pouteria trilocularis,N/A,N/A
Pouteria vernicosa,N/A,N/A
Praecereus euchlorus,N/A,N/A
Prestoea acuminata,700-799,2900-2999
Prestoea decurrens,200-299,900-999
Prestoea ensiformis,700-799,1900-1999
Prionostemma asperum,300-399,400-499
Protium altsonii,200-299,3500-3599
Protium amazonicum,100-199,1000-1099
Protium amplum,300-399,1400-1499
Protium apiculatum,700-799,1400-1499
Protium aracouchini,100-199,1400-1499
Protium colombianum,N/A,N/A
Protium divaricatum,200-299,200-299
Protium ecuadorense,100-199,1800-1899
Protium glabrescens,200-299,700-799
Protium guianense,200-299,600-699
Protium hebetatum,3500-3599,3500-3599
Protium laxiflorum,200-299,300-399
Protium macrophyllum,400-499,400-499
Protium opacum,100-199,1400-1499
Protium sagotianum,100-199,800-899
Protium spruceanum,N/A,N/A
Protium subserratum,200-299,700-799
Protium tenuifolium,300-399,900-999
Protium tovarense,1100-1199,2500-2599
Protium unifoliolatum,100-199,800-899
Prumnopitys harmsiana,2600-2699,2600-2699
Prumnopitys montana,2300-2399,2800-2899
Prunus debilis,300-399,2300-2399
Prunus falcata,2900-2999,2900-2999
Prunus huantensis,2700-2799,3300-3399
Prunus integrifolia,1800-1899,3100-3199
Prunus muris,N/A,N/A
Prunus ocellata,N/A,N/A
Prunus opaca,1800-1899,2900-2999
Prunus subcorymbosa,1500-1599,2800-2899
Prunus urotaenia,2300-2399,2600-2699
Psammisia graebneriana,2100-2199,3500-3599
Psammisia macrophylla,1400-1499,2400-2499
Pseudobombax septenatum,900-999,1100-1199
Pseudolmedia laevigata,100-199,1900-1999
Pseudolmedia laevis,200-299,1400-1499
Pseudolmedia macrophylla,400-499,900-999
Pseudolmedia rigida,100-199,1900-1999
Psidium cattleyanum,N/A,N/A
Psidium guineense,200-299,2800-2899
Psychotria biaristata,N/A,N/A
Psychotria brachiata,N/A,N/A
Psychotria capitata,500-599,500-599
Psychotria cauligera,N/A,N/A
Psychotria ernestii,300-399,300-399
Psychotria fortuita,1600-1699,2600-2699
Psychotria grandis,1000-1099,1000-1099
Psychotria horizontalis,300-399,300-399
Psychotria micrantha,100-199,1100-1199
Psychotria montivaga,1200-1299,2000-2099
Psychotria officinalis,1000-1099,1500-1599
Psychotria panamensis,700-799,1800-1899
Psychotria pichisensis,N/A,N/A
Psychotria remota,100-199,1400-1499
Psychotria saltatrix,1800-1899,1900-1999
Pterocarpus acapulcensis,N/A,N/A
Pterocarpus officinalis,N/A,N/A
Pterocarpus rohrii,300-399,800-899
Pterogyne nitens,900-999,900-999
Purdiaea nutans,1400-1499,1800-1899
Quadrella odoratissima,300-399,400-499
Qualea lineata,N/A,N/A
Qualea paraensis,100-199,800-899
Quararibea grandifolia,100-199,600-699
Quararibea wittii,N/A,N/A
Quercus humboldtii,800-899,3100-3199
Quiina amazonica,300-399,1100-1199
Quiina cruegeriana,200-299,800-899
Quiina florida,100-199,800-899
Quiina macrophylla,100-199,300-399
Quiina obovata,N/A,N/A
Quiina pteridophylla,300-399,300-399
Randia armata,200-299,1000-1099
Randia ferox,200-299,300-399
Randia hondensis,N/A,N/A
Rauvolfia leptophylla,100-199,700-799
Rauvolfia sprucei,300-399,300-399
Ravenia biramosa,600-699,700-799
Retiniphyllum concolor,100-199,500-599
Retrophyllum rospigliosii,600-699,3800-3899
Rhamnidium elaeocarpum,N/A,N/A
Rhodostemonodaphne cyclops,N/A,N/A
Rhodostemonodaphne grandis,800-899,800-899
Rhodostemonodaphne kunthiana,300-399,1200-1299
Rhodostemonodaphne laxa,2700-2799,2700-2799
Richeria dressleri,N/A,N/A
Richeria grandis,100-199,1800-1899
Rinorea lindeniana,100-199,1000-1099
Rinorea paniculata,100-199,300-399
Rinorea pubiflora,100-199,600-699
Rinorea viridifolia,400-499,700-799
Rinoreocarpus ulei,300-399,400-499
Ronabea latifolia,100-199,1100-1199
Roucheria columbiana,300-399,400-499
Roucheria laxiflora,300-399,1400-1499
Roupala cordifolia,N/A,N/A
Roupala monosperma,1400-1499,2600-2699
Roupala montana,200-299,1400-1499
Ruagea glabra,500-599,3200-3299
Ruagea hirsuta,2700-2799,3300-3399
Ruagea pubescens,1800-1899,2900-2999
Ruagea tomentosa,1400-1499,2200-2299
Rudgea cornifolia,100-199,1600-1699
Rudgea sclerocalyx,100-199,2400-2499
Rudgea verticillata,500-599,1800-1899
Ruprechtia tenuiflora,N/A,N/A
Rustia occidentalis,N/A,N/A
Ryania spruceana,200-299,300-399
Salacia cordata,300-399,2000-2099
Sambucus nigra,600-699,2600-2699
Sambucus peruviana,1400-1499,1400-1499
Sapindus saponaria,500-599,2200-2299
Sapium glandulosum,100-199,3900-3999
Sapium laurifolium,100-199,1800-1899
Sapium marmieri,500-599,800-899
Sapium stylare,400-499,3100-3199
Saracha punctata,3600-3699,3600-3699
Sarcaulus brasiliensis,800-899,800-899
Saurauia biserrata,N/A,N/A
Saurauia brachybotrys,600-699,2600-2699
Saurauia bullosa,2100-2199,3600-3699
