Species,Min Elevation Bracket,Max Elevation Bracket
Sloanea tuerckheimii,200-299,600-699
Socratea exorrhiza,100-199,1000-1099
Socratea rostrata,600-699,1900-1999
Socratea salazarii,100-199,500-599
Solanum anceps,100-199,2200-2299
Solanum aphyodendron,800-899,3200-3299
Solanum arboreum,800-899,800-899
Solanum asperolanatum,900-999,3300-3399
Solanum confertiseriatum,100-199,1900-1999
Solanum cucullatum,500-599,2700-2799
Solanum cutervanum,2900-2999,3900-3999
Solanum hypaleurotrichum,2200-2299,3800-3899
Solanum lepidotum,100-199,2000-2099
Solanum maturecalvans,1600-1699,2600-2699
Solanum nutans,1500-1599,3600-3699
Solanum oblongifolium,1600-1699,3700-3799
Solanum pendulum,1300-1399,2100-2199
Solanum riparium,1000-1099,1100-1199
Solanum sessile,100-199,1700-1799
Solanum umbellatum,600-699,1300-1399
Sorocea affinis,N/A,N/A
Sorocea guilleminiana,N/A,N/A
Sorocea jaramilloi,600-699,600-699
Sorocea pubivena,100-199,1600-1699
Sorocea sarcocarpa,100-199,2000-2099
Sorocea sprucei,N/A,N/A
Sorocea steinbachii,100-199,1700-1799
Sorocea trophoides,500-599,1900-1999
Sphaeropteris quindiuensis,900-999,2600-2699
Spirotheca awadendron,800-899,1600-1699
Spirotheca rosea,800-899,2100-2199
Spondias mombin,500-599,500-599
Staphylea occidentalis,100-199,2700-2799
Stenostomum acreanum,200-299,300-399
Stephanopodium angulatum,1600-1699,1900-1999
Sterculia apetala,200-299,1000-1099
Sterculia colombiana,200-299,1100-1199
Blakea rotundifolia,800-899,2000-2099
Blepharocalyx salicifolius,N/A,N/A
Bocconia frutescens,1000-1099,2800-2899
Bocconia integrifolia,500-599,3000-3099
Boehmeria caudata,800-899,2400-2499
Boehmeria ulmifolia,500-599,2900-2999
Bomarea multiflora,1200-1299,4000-4099
Brachyotum gleasonii,3200-3299,3700-3799
Brosimum alicastrum,300-399,500-599
Brosimum guianense,100-199,1000-1099
Brosimum lactescens,100-199,1000-1099
Brosimum rubescens,100-199,500-599
Brosimum utile,100-199,1600-1699
Brownea multijuga,300-399,600-699
Browneopsis macrofoliolata,500-599,800-899
Brunellia acostae,700-799,2300-2399
Brunellia comocladifolia,1200-1299,2200-2299
Brunellia inermis,1000-1099,2200-2299
Brunellia sibundoya,2200-2299,2200-2299
Brunellia stenoptera,1200-1299,1600-1699
Brunellia tomentosa,2100-2199,2800-2899
Sterculia frondosa,100-199,700-799
Sterculia pruriens,N/A,N/A
Sterculia rebeccae,400-499,1000-1099
Sterculia speciosa,N/A,N/A
Sterculia tessmannii,100-199,800-899
Stilpnophyllum oellgaardii,1300-1399,2800-2899
Strychnos erichsonii,N/A,N/A
Strychnos guianensis,100-199,100-199
Strychnos toxifera,500-599,500-599
Stryphnodendron microstachyum,N/A,N/A
Styloceras laurifolium,1700-1799,2800-2899
Stylogyne ardisioides,100-199,2100-2199
Stylogyne longifolia,100-199,500-599
Stylogyne turbacensis,300-399,500-599
Styrax foveolaria,1400-1499,3400-3499
Styrax glabratus,N/A,N/A
Styrax heterotrichus,2300-2399,2300-2399
Styrax pavonii,1700-1799,2600-2699
Styrax peruvianus,1600-1699,2600-2699
Styrax tomentosus,1700-1799,3000-3099
Swartzia amplifolia,N/A,N/A
Swartzia haughtii,400-499,800-899
Swartzia myrtifolia,700-799,1300-1399
Swartzia oraria,100-199,100-199
Swartzia schultesii,N/A,N/A
Swartzia simplex,100-199,1500-1599
Swietenia macrophylla,300-399,500-599
Symphonia globulifera,100-199,2000-2099
Symplocos apiciflora,3000-3099,3000-3099
Symplocos arechea,300-399,800-899
Symplocos bogotensis,1500-1599,3100-3199
Symplocos canescens,2100-2199,2900-2999
Symplocos carmencitae,N/A,N/A
Symplocos coriacea,2700-2799,2900-2999
Symplocos fuliginosa,1000-1099,2200-2299
Symplocos fuscata,2000-2099,3100-3199
Symplocos peruviana,1600-1699,2900-2999
Symplocos quitensis,2200-2299,3500-3599
Symplocos reflexa,3000-3099,3000-3099
Symplocos rimbachii,1400-1499,1400-1499
Symplocos spruceana,1900-1999,1900-1999
Symplocos subandina,1700-1799,2000-2099
Syzygium aemulum,N/A,N/A
Tabernaemontana columbiensis,400-499,600-699
Tabernaemontana cymosa,300-399,500-599
Tabernaemontana grandiflora,700-799,700-799
Tabernaemontana markgrafiana,100-199,200-299
Tabernaemontana sananho,100-199,2200-2299
Tachia parviflora,500-599,900-999
Tachigali chrysaloides,100-199,1900-1999
Tachigali setifera,400-499,1400-1499
Talisia cerasina,100-199,700-799
Talisia hexaphylla,N/A,N/A
Talisia macrophylla,N/A,N/A
Talisia nervosa,100-199,700-799
Talisia obovata,N/A,N/A
Tapirira guianensis,100-199,1900-1999
Tapirira obtusa,100-199,2100-2199
Tapirira rubrinervis,900-999,900-999
Tapura guianensis,400-499,400-499
Tapura peruviana,100-199,1300-1399
Terminalia amazonia,100-199,2000-2099
Terminalia oblonga,200-299,1000-1099
Terminalia tetraphylla,N/A,N/A
Terminalia valverdeae,600-699,600-699
Ternstroemia jelskii,2100-2199,2800-2899
Ternstroemia luquillensis,2100-2199,2100-2199
Ternstroemia macrocarpa,2600-2699,2900-2999
Tessaria integrifolia,200-299,2300-2399
Tetragastris altissima,N/A,N/A
Tetragastris panamensis,100-199,800-899
Tetrathylacium macrophyllum,100-199,1600-1699
Tetrorchidium andinum,400-499,2100-2199
Tetrorchidium euryphyllum,1700-1799,1700-1799
Tetrorchidium macrophyllum,100-199,1700-1799
Tetrorchidium rubrivenium,400-499,2700-2799
Theobroma bicolor,200-299,1000-1099
Theobroma cacao,100-199,1000-1099
Theobroma gileri,N/A,N/A
Theobroma glaucum,100-199,300-399
Theobroma speciosum,200-299,300-399
Theobroma subincanum,100-199,1000-1099
Tocoyena pittieri,1000-1099,1600-1699
Toulicia reticulata,N/A,N/A
Tournefortia cuspidata,100-199,200-299
Tournefortia fuliginosa,1800-1899,4000-4099
Tournefortia scabrida,600-699,3600-3699
Tovomita carinata,N/A,N/A
Tovomita choisyana,N/A,N/A
Tovomita krukovii,100-199,100-199
Tovomita spruceana,300-399,300-399
Tovomita stylosa,N/A,N/A
Toxicodendron striatum,600-699,1900-1999
Trattinnickia aspera,100-199,100-199
Trattinnickia burserifolia,300-399,1000-1099
Trattinnickia lawrancei,1000-1099,1000-1099
Trema integerrima,500-599,900-999
Trema micrantha,100-199,2200-2299
Trichilia cipo,200-299,200-299
Trichilia elegans,200-299,1000-1099
Trichilia hirta,500-599,1900-1999
Trichilia inaequilatera,N/A,N/A
Trichilia martiana,500-599,1300-1399
Trichilia maynasiana,100-199,1900-1999
Trichilia micrantha,100-199,1300-1399
Trichilia moschata,N/A,N/A
Trichilia pallida,100-199,2200-2299
Trichilia pleeana,100-199,900-999
Trichilia poeppigii,200-299,1600-1699
Trichilia primogenita,N/A,N/A
Trichilia quadrijuga,100-199,500-599
Trichilia rubra,100-199,1900-1999
Trichilia septentrionalis,100-199,1900-1999
Trichilia stipitata,100-199,200-299
Trichilia surinamensis,500-599,600-699
Trichilia tomentosa,1700-1799,2000-2099
Trichospermum galeottii,400-499,800-899
Triplaris americana,100-199,1600-1699
Triplaris cumingiana,100-199,1400-1499
Triplaris poeppigiana,1000-1099,1000-1099
Triplaris weigeltiana,200-299,300-399
Trophis racemosa,100-199,800-899
Ulex europaeus,3200-3299,3200-3299
Unonopsis guatterioides,100-199,600-699
Unonopsis pacifica,600-699,600-699
Unonopsis spectabilis,100-199,900-999
Urera baccifera,100-199,2200-2299
Urera caracasana,100-199,2000-2099
Urera lianoides,600-699,1000-1099
Urera simplex,200-299,1000-1099
Vachellia macracantha,600-699,2200-2299
Vallea ecuadorensis,2300-2399,3100-3199
Vallea stipularis,1700-1799,3900-3999
Varronia cylindrostachya,500-599,2900-2999
Vasconcellea microcarpa,100-199,2400-2499
Vasconcellea pubescens,1700-1799,2500-2599
Vasconcellea quercifolia,1400-1499,1400-1499
Vatairea fusca,N/A,N/A
Vatairea guianensis,100-199,100-199
Verbesina arborea,3100-3199,3700-3799
Verbesina latisquama,2900-2999,3200-3299
Verbesina lloensis,1700-1799,3200-3299
Verbesina nudipes,2700-2799,2700-2799
Vernonanthura patens,100-199,2100-2199
Viburnum ayavacense,1000-1099,2300-2399
Viburnum hallii,1200-1299,3600-3699
Viburnum lasiophyllum,N/A,N/A
Viburnum pichinchense,1500-1599,3500-3599
Viburnum tinoides,1300-1399,1900-1999
Viburnum toronis,900-999,2300-2399
Viburnum triphyllum,1000-1099,3700-3799
Virola calophylla,100-199,1900-1999
Virola dixonii,400-499,400-499
Virola duckei,100-199,700-799
Virola elongata,100-199,1000-1099
Virola flexuosa,200-299,1000-1099
Virola loretensis,100-199,200-299
Virola macrocarpa,N/A,N/A
Virola mollissima,100-199,200-299
Virola pavonis,100-199,1100-1199
Virola reidii,600-699,1000-1099
Virola sebifera,100-199,1700-1799
Vismia baccifera,100-199,1700-1799
Vismia cayennensis,1300-1399,2300-2399
Vismia gracilis,100-199,1000-1099
Vismia guianensis,N/A,N/A
Vismia lateriflora,400-499,1600-1699
Vismia lauriformis,1500-1599,2200-2299
Vismia macrophylla,100-199,1700-1799
Vismia mandurr,700-799,2200-2299
Vismia pozuzoensis,400-499,1000-1099
Vismia sprucei,200-299,1700-1799
Vismia tomentosa,300-399,2600-2699
Vitex cymosa,400-499,800-899
Vitex triflora,100-199,200-299
Vochysia duquei,1300-1399,2000-2099
Vochysia ferruginea,1000-1099,1000-1099
Vochysia mapirensis,800-899,1400-1499
Warszewiczia coccinea,100-199,2200-2299
Warszewiczia uxpanapensis,N/A,N/A
Weinmannia auriculata,2900-2999,3400-3499
Weinmannia cochensis,1900-1999,3500-3599
Weinmannia elliptica,1400-1499,3200-3299
Weinmannia fagaroides,1900-1999,3500-3599
Weinmannia haenkeana,2900-2999,2900-2999
Weinmannia latifolia,1300-1399,3000-3099
Weinmannia lentiscifolia,1100-1199,2600-2699
Weinmannia mariquitae,1700-1799,3900-3999
Weinmannia microphylla,1900-1999,2000-2099
Weinmannia multijuga,1000-1099,3700-3799
Weinmannia ovata,1100-1199,2800-2899
Weinmannia pinnata,800-899,3500-3599
Weinmannia polyphylla,2800-2899,2800-2899
Weinmannia pubescens,1400-1499,3000-3099
Weinmannia reticulata,1700-1799,3100-3199
Weinmannia rollottii,2300-2399,3500-3599
Weinmannia sorbifolia,900-999,2600-2699
Wettinia fascicularis,1900-1999,1900-1999
Wettinia kalbreyeri,600-699,2000-2099
Wettinia oxycarpa,N/A,N/A
Wettinia quinaria,800-899,2700-2799
Witheringia coccoloboides,2200-2299,2200-2299
Wittmackanthus stanleyanus,200-299,300-399
Xanthosoma caracu,800-899,1300-1399
Xanthosoma sagittifolium,800-899,2200-2299
Xylopia amazonica,N/A,N/A
Xylopia aromatica,700-799,700-799
Xylopia calophylla,800-899,800-899
Xylopia cuspidata,100-199,500-599
Xylopia emarginata,300-399,300-399
Xylopia polyantha,300-399,300-399
Xylopia sericea,200-299,400-499
Zanthoxylum acuminatum,200-299,1400-1499
Zanthoxylum bonifazieae,400-499,500-599
Zanthoxylum fagara,600-699,1900-1999
Zanthoxylum formiciferum,1300-1399,1500-1599
Zanthoxylum melanostictum,1300-1399,1700-1799
Zanthoxylum quinduense,800-899,2300-2399
Zanthoxylum rhoifolium,700-799,1700-1799
Zanthoxylum sprucei,200-299,500-599
Zinowiewia australis,500-599,2100-2199
Zygia lathetica,200-299,300-399
Zygia latifolia,100-199,200-299
Bunchosia argentea,200-299,2200-2299
Bunchosia armeniaca,200-299,1900-1999
Bursera graveolens,500-599,1400-1499
Byrsonima arthropoda,100-199,2100-2199
Byrsonima garcibarrigae,N/A,N/A
Byrsonima poeppigiana,100-199,600-699
Byrsonima stipulacea,N/A,N/A
Cabralea canjerana,200-299,2300-2399
Calatola costaricensis,100-199,2100-2199
Calliandra magdalenae,900-999,900-999
Calophyllum brasiliense,100-199,1600-1699
Calycolpus moritzianus,1000-1099,1600-1699
Calycophyllum spruceanum,100-199,400-499
Campomanesia speciosa,200-299,200-299
Capirona decorticans,100-199,800-899
Capparidastrum petiolare,400-499,2000-2099
Capparis micracantha,N/A,N/A
Carapa alticola,1700-1799,1700-1799
Carapa megistocarpa,500-599,1300-1399
Caryocar amygdaliforme,100-199,100-199
Caryocar glabrum,100-199,1000-1099
Caryocar pallidum,N/A,N/A
Caryodaphnopsis fosteri,N/A,N/A
Caryodaphnopsis theobromifolia,100-199,800-899
Caryodendron orinocense,200-299,1700-1799
Casearia aculeata,100-199,700-799
Casearia arborea,100-199,1600-1699
Casearia arguta,N/A,N/A
Casearia cajambrensis,1400-1499,1500-1599
Casearia combaymensis,200-299,1200-1299
Casearia decandra,400-499,1700-1799
Casearia fasciculata,100-199,1900-1999
Casearia mariquitensis,400-499,1200-1299
Casearia megacarpa,N/A,N/A
Casearia obovalis,200-299,1800-1899
Casearia prunifolia,100-199,2100-2199
Casearia quinduensis,1600-1699,2600-2699
Casearia sylvestris,100-199,1800-1899
Casearia tachirensis,1400-1499,2000-2099
Casearia ulmifolia,100-199,1000-1099
Casearia zahlbruckneri,1900-1999,2300-2399
Cassipourea guianensis,700-799,1000-1099
Castilla elastica,400-499,600-699
Castilla tunu,N/A,N/A
Castilla ulei,200-299,400-499
Cathedra acuminata,100-199,800-899
Catostemma digitata,N/A,N/A
Catostemma digitatum,N/A,N/A
Cavanillesia hylogeiton,300-399,400-499
Cavanillesia platanifolia,N/A,N/A
Cavendishia bracteata,800-899,3700-3799
Cavendishia pubescens,1000-1099,1000-1099
Cavendishia zamorensis,1100-1199,2100-2199
Cecropia andina,1700-1799,2100-2199
Cecropia angustifolia,500-599,2300-2399
Cecropia bullata,N/A,N/A
Cecropia engleriana,100-199,500-599
Cecropia gabrielis,1700-1799,1700-1799
Cecropia hispidissima,600-699,1000-1099
Cecropia insignis,N/A,N/A
Cecropia membranacea,100-199,400-499
Cecropia montana,900-999,2100-2199
Cecropia obtusifolia,N/A,N/A
Cecropia peltata,N/A,N/A
Cecropia polystachya,600-699,600-699
Cecropia reticulata,600-699,1700-1799
Cecropia sciadophylla,100-199,1300-1399
Cecropia telenitida,1900-1999,2600-2699
Cedrela fissilis,1800-1899,2200-2299
Cedrela montana,1400-1499,2900-2999
Cedrela odorata,100-199,2700-2799
Cedrelinga cateniformis,100-199,1000-1099
Ceiba insignis,700-799,1900-1999
Ceiba pentandra,100-199,1900-1999
Ceiba samauma,100-199,1000-1099
Ceiba speciosa,1700-1799,1900-1999
Ceiba trischistandra,1000-1099,2100-2199
Celtis iguanaea,100-199,1600-1699
Celtis loxensis,800-899,1600-1699
Celtis schippii,100-199,800-899
Centronia laurifolia,600-699,2100-2199
Ceroxylon echinulatum,1300-1399,2000-2099
Ceroxylon parvifrons,2100-2199,3900-3999
Ceroxylon vogelianum,1900-1999,2500-2599
Cespedesia spathulata,100-199,2000-2099
Cestrum conglomeratum,2000-2099,2100-2199
Cestrum humboldtii,1000-1099,2800-2899
Cestrum megalophyllum,200-299,1700-1799
Cestrum peruvianum,600-699,3200-3299
Cestrum petiolare,N/A,N/A
Cestrum racemosum,200-299,1600-1699
Chamaedorea linearis,100-199,2300-2399
Chamaedorea pinnatifrons,100-199,2300-2399
Cheiloclinium cognatum,100-199,1400-1499
Chimarrhis glabriflora,200-299,1000-1099
Chimarrhis hookeri,100-199,1100-1199
Chlorocardium venenosum,200-299,200-299
Chomelia paniculata,700-799,1700-1799
Chomelia polyantha,N/A,N/A
Chomelia spinosa,N/A,N/A
Chomelia tenuiflora,300-399,2000-2099
Chrysochlamys bracteolata,400-499,1700-1799
Chrysochlamys colombiana,1900-1999,2400-2499
Chrysochlamys dependens,1600-1699,1900-1999
Chrysochlamys macrophylla,300-399,2000-2099
Chrysochlamys membranacea,100-199,2300-2399
Chrysochlamys nicaraguensis,N/A,N/A
Chrysochlamys ulei,N/A,N/A
Chrysochlamys weberbaueri,100-199,1000-1099
Chrysophyllum amazonicum,200-299,1000-1099
Chrysophyllum argenteum,100-199,1200-1299
Chrysophyllum cainito,N/A,N/A
Chrysophyllum colombianum,500-599,900-999
Chrysophyllum lucentifolium,700-799,700-799
Chrysophyllum manaosense,100-199,2100-2199
Chrysophyllum prieurii,500-599,500-599
